# Mapeo de 3.6.10.10 a 3.6.10.11.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
ify	ify	estructura		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); lleva id de peticion real (17); 17 mensajes.	
ifz	ifz	estructura			
igc	igc	estructura			
igf	igf	estructura			
igi	igi	estructura			
igk	igk	estructura			
igl	igl	estructura			
ign	ign	estructura			
igo	igo	estructura			
igp	igp	estructura			
igs	igs	estructura			sí
igv	igv	estructura			
igy	igy	estructura		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); lleva id de peticion real (11); 11 mensajes.	
igz	igz	estructura			
iha	iha	estructura		Lleva id de peticion real en 2 peticiones.	
ihb	ihb	estructura		Catorce conjuntos guardados, cada uno con un look; se descarta. 7 mensajes.	sí
ihc	ihc	estructura			
ihf	ihf	estructura		Lleva id de peticion real en 1 peticion.	
ihg	ihg	estructura			
ihh	ihh	estructura			
ihi	ihi	estructura			
ihm	ihm	estructura			
iho	iho	estructura			
ihq	ihq	estructura		Respuesta que devuelve un id de peticion real (3 respuestas).	
ihr	ihr	estructura			
ihs	ihs	estructura		Lleva id de peticion real en 1 peticion.	
iht	iht	estructura			
ihu	ihu	estructura			
ihv	ihv	estructura			
ihw	ihw	estructura			
ihz	ihz	estructura			
iia	iia	estructura			
iic	iic	estructura		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); es una respuesta y devuelve id de peticion real (17); 17 mensajes.	
iid	iid	estructura			
iie	iie	estructura			
iif	iif	estructura			
iih	iih	estructura			
iij	iij	estructura			
iil	iil	estructura			
iim	iim	estructura			
iin	iin	estructura		Lleva id de peticion real en 1 peticion.	
iio	iio	estructura		Lleva id de peticion real en 3 peticiones.	
iir	iir	estructura			
iis	iis	estructura			
iiv	iiv	estructura			
iix	iix	estructura			
iiy	iiy	estructura		Lleva id de peticion real en 1 peticion.	
iiz	iiz	estructura			
ija	ija	estructura		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); es una respuesta y devuelve id de peticion real (11); 11 mensajes.	
ijd	ijd	estructura			
ijf	ijf	estructura			
ijg	ijg	estructura			
ijj	ijj	estructura			
ijk	ijk	estructura			
ijl	ijl	estructura			
ijm	ijm	estructura			
ijn	ijn	estructura			
ijq	ijq	estructura			sí
ijt	ijt	estructura			
ijx	ijx	estructura			
ijy	ijy	estructura			
ijz	ijz	estructura			
ika	ika	estructura			
ikb	ikb	estructura			
ike	ike	estructura			
ikf	ikf	estructura			
iki	iki	estructura			
ikj	ikj	estructura			
ikm	ikm	estructura			
ikn	ikn	estructura			
iko	iko	estructura			
ikr	ikr	estructura			
iks	iks	estructura			
ikt	ikt	estructura			
iku	iku	estructura			
ikv	ikv	estructura			
ikw	ikw	estructura			
ikx	ikx	estructura			
iky	iky	estructura			
ila	ila	estructura			
ilb	ilb	estructura			
ilc	ilc	estructura		Solo se llama desde la rama kkn, que nunca llega. 5 mensajes en 3 ficheros.	sí
ild	ild	estructura			
ilf	ilf	estructura			
ilg	ilg	estructura			
ilh	ilh	estructura			
ili	ili	estructura			
ilj	ilj	estructura			
iln	iln	estructura			
ilo	ilo	estructura			
ilr	ilr	estructura		Lo envia el servidor pero NpcHandler lo despacha como peticion de cliente. 2 mensajes en 1 fichero.	
ils	ils	estructura			
ilv	ilv	estructura			
ilw	ilw	estructura			
ilx	ilx	estructura			
ima	ima	estructura			
imd	imd	estructura		Lo envia el cliente (1 vez); el fichero datos/dofus3_mappings.json lo llama InventoryWeightMessage y eso es falso, un informe de peso seria push del servidor.	
ime	ime	estructura		No implementado. Exclusivo de las capturas de grupos (Grupos); 2 mensajes.	
imf	imf	estructura			
imh	imh	estructura			
imi	imi	estructura			
imj	imj	estructura			
imk	imk	estructura			
imn	imn	estructura			
imo	imo	estructura			
imp	imp	estructura			
imq	imq	estructura			
imr	imr	estructura			
imu	imu	estructura			
imv	imv	estructura			
imy	imy	estructura		No implementado. Exclusivo de las capturas de grupos (Grupos); 1 mensajes.	
inb	inb	estructura			
inc	inc	estructura			
ind	ind	estructura			
ine	ine	estructura			
ing	ing	estructura			
inh	inh	estructura			
ink	ink	estructura			
inn	inn	estructura			
ino	ino	estructura			
inp	inp	estructura			
inq	inq	estructura			
int	int	estructura			
inv	inv	estructura			
inw	inw	estructura			
inx	inx	estructura			
iny	iny	estructura			
ioa	ioa	estructura			
ioc	ioc	estructura			sí
iof	iof	estructura			
iog	iog	estructura			
ioi	ioi	estructura			
iok	iok	estructura			
iom	iom	estructura		Las capturas muestran al SERVIDOR enviandolo (283 mensajes, 67 ficheros); OpcodeRegistry lo declara como MapInformationsRequest, nombre heredado y falso.	
ion	ion	estructura			
ioo	ioo	estructura			
ioq	ioq	estructura			
ios	ios	estructura			sí
iot	iot	estructura			
iou	iou	estructura			
iov	iov	estructura			sí
ioy	ioy	estructura			sí
ipa	ipa	estructura		No implementado. Exclusivo de las capturas de tienda (Tienda); 7 mensajes.	
ipb	ipb	estructura		No implementado. Exclusivo de las capturas de tienda (Tienda); 7 mensajes.	
ipc	ipc	estructura			
ipd	ipd	estructura			
ipe	ipe	estructura			
ipi	ipi	estructura			
ipj	ipj	estructura			
ipk	ipk	estructura			
ipm	ipm	estructura			
ipo	ipo	estructura			
ipp	ipp	estructura			
ipq	ipq	estructura			
ipr	ipr	estructura			
ipt	ipt	estructura			
ipv	ipv	estructura			
ipw	ipw	estructura			
ipx	ipx	estructura			
ipz	ipz	estructura			
iqa	iqa	estructura			
iqb	iqb	estructura			
iqc	iqc	estructura			
iqd	iqd	estructura			
iqg	iqg	estructura			
iqh	iqh	estructura			
iqj	iqj	estructura		Lleva bloques de look: en los 73 bloques que se le miden, el campo f2 del look vale algo distinto de 3. El documento no da direccion.	
iqk	iqk	estructura			
iql	iql	estructura			
iqm	iqm	estructura			
iqn	iqn	estructura			
iqq	iqq	estructura			
iqr	iqr	estructura			
iqt	iqt	estructura			
iqu	iqu	estructura			
iqv	iqv	estructura			
iqw	iqw	estructura			
iqx	iqx	estructura			
iqy	iqy	estructura			
iqz	iqz	estructura			
irb	irb	estructura			
irc	irc	estructura			
ird	ird	estructura			
irg	irg	estructura			
irh	irh	estructura			
iri	iri	estructura			
irj	irj	estructura			
irl	irl	estructura		No implementado. Exclusivo de las capturas de oficios (Oficios); 30 mensajes.	
irm	irm	estructura			sí
iro	iro	estructura			
irp	irp	estructura			
irq	irq	estructura	JobExperienceMultiUpdateMessage	Los oficios; se conserva la lista de ids (es dato de juego) y se tira el progreso capturado: todos salen a nivel 1.	sí
irs	irs	estructura			
irt	irt	estructura			
irv	irv	estructura			
irw	irw	estructura			
iry	iry	estructura			sí
isa	isa	estructura			
isd	isd	estructura			
ise	ise	estructura			sí
isf	isf	estructura		Solo alcanzable desde krc y desde isi, que no llegan nunca. 7 mensajes en 2 ficheros.	sí
isi	isi	estructura		Movimiento de objeto antiguo (3.6.4.3), sustituido por iuk. No aparece en ninguna captura.	sí
isj	isj	estructura			
isl	isl	estructura			
isn	isn	estructura			
isq	isq	estructura			
isr	isr	estructura			
iss	iss	estructura			
ist	ist	estructura			
isu	isu	estructura			
isv	isv	estructura		No implementado. Exclusivo de las capturas de oficios (Oficios); 191 mensajes.	
isw	isw	estructura			
isx	isx	estructura			
isz	isz	estructura			
itc	itc	estructura	StorageObjectRemoveMessage	Un objeto sale del cofre.	sí
itd	itd	estructura	StorageObjectUpdateMessage	Un objeto llega al cofre.	sí
ite	ite	estructura			
itf	itf	estructura			
itg	itg	estructura	ShortcutBarContentMessage	Las barras de atajos; el servidor envia dos y nada dentro dice cual es cual: un hueco con hechizo lleva f6, uno con objeto lleva f9, y el f2 suelto del final es el tipo de barra (1 hechizos, ausente objetos).	sí
ith	ith	estructura		Parte de la rafaga final de 3.6.4.3 que dispara ibt (icg se envia tres veces). No aparece en ninguna de las 242 capturas.	sí
itj	itj	estructura			
itk	itk	estructura			
itl	itl	estructura			
itm	itm	estructura			
itn	itn	estructura		Lo envia el servidor pero el emulador lo usa como disparador de cliente y lo responde con itw, que no aparece en ninguna captura. 17 mensajes en 7 ficheros.	sí
ito	ito	estructura			
itp	itp	estructura		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
itq	itq	estructura			
itr	itr	estructura			sí
its	its	estructura			
itu	itu	estructura			
itv	itv	estructura			
itw	itw	estructura		Lo que GameNodeProxy responde a itn; no aparece en ninguna de las 242 capturas.	sí
itx	itx	estructura			
itz	itz	estructura	ShortcutBarAddRequestMessage	Editar un hueco de una barra de atajos; se escribe tambien en la base de datos o se pierde al salir.	sí
iua	iua	estructura	ObjectAddedMessage	Un objeto llega a la bolsa, con todo: plantilla, efectos y cantidad.	sí
iub	iub	estructura			
iuc	iuc	estructura			
iue	iue	estructura			
iuf	iuf	estructura			
iug	iug	estructura			
iuj	iuj	estructura			sí
iuk	iuk	estructura	ObjectSetPositionMessage	Mover un objeto a un hueco o de vuelta a la bolsa; la posicion cero es el amuleto, no la bolsa, y proto3 la omite.	sí
iul	iul	estructura			
ium	ium	estructura	ObjectDeletedMessage	Un objeto sale de la bolsa.	sí
iun	iun	estructura	InventoryWeightMessage	Los pods: peso llevado y capacidad. Identificado por aritmetica, cinco pods por punto de fuerza.	sí
iuq	iuq	estructura	ShortcutBarReplacedMessage	Uno por cada hueco de barra que tenia la mitad antigua del hechizo; se envia antes de hng.	sí
iur	iur	estructura			
ius	ius	estructura			
iuu	iuu	estructura			
iuv	iuv	estructura		No implementado. Exclusivo de las capturas de Steamer; 1 mensajes.	
iuw	iuw	estructura	ObjectDeleteMessage	Destruir un objeto; el cliente no quita nada por su cuenta y sin respuesta el objeto se queda. Observado contra el cliente real en el log de trafico del emulador, no en el conjunto pcapng.	sí
iux	iux	estructura			
iuy	iuy	estructura			
iuz	iuz	estructura			
ivc	ivc	estructura			
ive	ive	estructura			
ivf	ivf	estructura	KamasUpdateMessage	Kamas que quedan despues de pagar.	sí
ivg	ivg	estructura			
ivi	ivi	estructura		NO es el inventario: 9694 pares de id y valor, ids de 44 a 34352 y valores de cientos de millones; parece los contadores de estadisticas de la cuenta. Es la trama mas grande del bloque 3 (87878 B, el 97 % del fichero).	
ivj	ivj	estructura			
ivk	ivk	estructura	ShortcutBarRefreshMessage	El eco: la misma entrada que envio el cliente.	sí
ivl	ivl	estructura			
ivm	ivm	estructura			
ivo	ivo	estructura			
ivp	ivp	estructura			
ivq	ivq	estructura	ObjectMovementMessage	Donde acabo un objeto; un hueco solo admite un objeto, lo que hubiera se expulsa antes a la bolsa con su propio ivq.	sí
ivr	ivr	estructura			
ivs	ivs	estructura			
ivt	ivt	estructura			
ivu	ivu	estructura			
ivv	ivv	estructura			
ivx	ivx	estructura	InventoryContentMessage	El inventario, construido desde la base de datos; el hueco se omite cuando es cero porque cero es el amuleto.	sí
ivy	ivy	estructura			
iwa	iwa	estructura			
iwb	iwb	estructura	StorageInventoryContentMessage	Lo que hay dentro del cofre; misma forma que el inventario, con la bolsa como posicion de todo.	sí
iwc	iwc	estructura			
iwd	iwd	estructura			
iwf	iwf	estructura			
iwg	iwg	estructura			
iwi	iwi	estructura			
iwj	iwj	estructura			
iwm	iwm	estructura			
iwn	iwn	estructura	InteractiveUsedMessage	Ese elemento esta en uso; f2 es el elemento, no la instancia de habilidad.	sí
iwo	iwo	estructura	InteractiveUseRequestMessage	Clic en un elemento interactivo; el zaap, el cofre y la loteria llegan todos por aqui.	sí
iwp	iwp	estructura			
iwq	iwq	estructura			
iwt	iwt	estructura			
iww	iww	estructura			
ixa	ixa	estructura			
ixc	ixc	estructura			
ixd	ixd	estructura			
ixf	ixf	estructura			
ixg	ixg	estructura		No implementado. Exclusivo de las capturas de Suenos Infinitos; 14 mensajes.	
ixh	ixh	estructura			
ixj	ixj	estructura			
ixk	ixk	estructura			
ixl	ixl	estructura			
ixm	ixm	estructura			
ixn	ixn	estructura			
ixq	ixq	estructura			
ixu	ixu	estructura			
ixw	ixw	estructura			
ixx	ixx	estructura			
ixy	ixy	estructura			
iya	iya	estructura			sí
iyb	iyb	estructura		No implementado. Exclusivo de las capturas de Suenos Infinitos; 12 mensajes.	
iyc	iyc	estructura			
iyd	iyd	estructura			
iyh	iyh	estructura			
iyj	iyj	estructura			
iyk	iyk	estructura			
iym	iym	estructura			
iyr	iyr	estructura			
iyu	iyu	estructura			
iyw	iyw	estructura			
iyx	iyx	estructura		No implementado. Exclusivo de las capturas de Suenos Infinitos; 12 mensajes.	
izb	izb	estructura			
izd	izd	estructura			
ize	ize	estructura			
izg	izg	estructura		No implementado. Exclusivo de las capturas de Suenos Infinitos; 40 mensajes.	
izh	izh	estructura		Lo envia el cliente (8 veces en 7 ficheros) pero el emulador lo construye como mensaje de servidor y nunca lo llama. El fichero de mapeos lo llama AlmanaxDateMessage, y eso es falso.	sí
izi	izi	estructura			
izj	izj	estructura			
izk	izk	estructura			
izm	izm	estructura			
izo	izo	estructura			
izq	izq	estructura			
izr	izr	estructura			
izs	izs	estructura			
izu	izu	estructura		El builder no se llama nunca. 2 mensajes en 2 ficheros.	sí
izv	izv	estructura			
izw	izw	estructura			
izy	izy	estructura			
izz	izz	estructura		Nada establecido. 635 mensajes, 29 ficheros.	
jaa	jaa	estructura		Lo mismo que jjs pero en su propio mensaje; se descarta. 5 mensajes.	sí
jab	jab	estructura			
jac	jac	estructura			
jad	jad	estructura			
jae	jae	estructura			
jag	jag	estructura			
jai	jai	estructura			
jaj	jaj	estructura			
jak	jak	estructura			
jal	jal	estructura			
jam	jam	estructura			
jan	jan	estructura			
jao	jao	estructura			
jaq	jaq	estructura			
jar	jar	estructura			
jas	jas	estructura			
jat	jat	estructura			
jau	jau	estructura		No implementado. Exclusivo de las capturas de bolsa de viaje (Merkasako); 2 mensajes.	
jav	jav	estructura		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
