# Mapeo de 3.6.9.9 a 3.6.10.10.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
ing	ing	estructura			
inh	inh	estructura			
ink	ink	estructura			
inn	inn	estructura			
ino	ino	estructura			
inp	inp	estructura			
inq	inq	estructura			
int	int	estructura			
inv	inv	estructura			
inw	inw	estructura			
inx	inx	estructura			
iny	iny	estructura			
ioa	ioa	estructura			
ioc	ioc	estructura			
iof	iof	estructura			
iog	iog	estructura			
ioi	ioi	estructura			
iok	iok	estructura			
iom	iom	estructura			
ion	ion	estructura			
ioo	ioo	estructura			
ioq	ioq	estructura			
ios	ios	estructura			
iot	iot	estructura			
iou	iou	estructura			
iov	iov	estructura			
ioy	ioy	estructura			
ipa	ipa	estructura			
ipb	ipb	estructura			
ipc	ipc	estructura			
ipd	ipd	estructura			
ipe	ipe	estructura			
ipi	ipi	estructura			
ipj	ipj	estructura			
ipk	ipk	estructura			
ipm	ipm	estructura			
ipo	ipo	estructura			
ipp	ipp	estructura			
ipq	ipq	estructura			
ipr	ipr	estructura			
ipt	ipt	estructura			
ipv	ipv	estructura			
ipw	ipw	estructura			
ipx	ipx	estructura			
ipz	ipz	estructura			
iqa	iqa	estructura			
iqb	iqb	estructura			
iqc	iqc	estructura			
iqd	iqd	estructura			
iqg	iqg	estructura			
iqh	iqh	estructura			
iqj	iqj	estructura			
iqk	iqk	estructura			
iql	iql	estructura			
iqm	iqm	estructura			
iqn	iqn	estructura			
iqq	iqq	estructura			
iqr	iqr	estructura			
iqt	iqt	estructura			
iqu	iqu	estructura			
iqv	iqv	estructura			
iqw	iqw	estructura			
iqx	iqx	estructura			
iqy	iqy	estructura			
iqz	iqz	estructura			
irb	irb	estructura			
irc	irc	estructura			
ird	ird	estructura			
irg	irg	estructura			
irh	irh	estructura			
iri	iri	estructura			
irj	irj	estructura			
irl	irl	estructura			
irm	irm	estructura			
iro	iro	estructura			
irp	irp	estructura			
irq	irq	estructura			
irs	irs	estructura			
irt	irt	estructura			
irv	irv	estructura			
irw	irw	estructura			
iry	iry	estructura			
isa	isa	estructura			
isd	isd	estructura			
ise	ise	estructura			
isf	isf	estructura			
isi	isi	estructura			
isj	isj	estructura			
isl	isl	estructura			
isn	isn	estructura			
isq	isq	estructura			
isr	isr	estructura			
iss	iss	estructura			
ist	ist	estructura			
isu	isu	estructura			
isv	isv	estructura			
isw	isw	estructura			
isx	isx	estructura			
isz	isz	estructura			
itc	itc	estructura			
itd	itd	estructura			
ite	ite	estructura			
itf	itf	estructura			
itg	itg	estructura			
ith	ith	estructura			
itj	itj	estructura			
itk	itk	estructura			
itl	itl	estructura			
itm	itm	estructura			
itn	itn	estructura			
ito	ito	estructura			
itp	itp	estructura			
itq	itq	estructura			
itr	itr	estructura			
its	its	estructura			
itu	itu	estructura			
itv	itv	estructura			
itw	itw	estructura			
itx	itx	estructura			
itz	itz	estructura			
iua	iua	estructura			
iub	iub	estructura			
iuc	iuc	estructura			
iue	iue	estructura			
iuf	iuf	estructura			
iug	iug	estructura			
iuj	iuj	estructura			
iuk	iuk	estructura			
iul	iul	estructura			
ium	ium	estructura			
iun	iun	estructura			
iuq	iuq	estructura			
iur	iur	estructura			
ius	ius	estructura			
iuu	iuu	estructura			
iuv	iuv	estructura			
iuw	iuw	estructura			
iux	iux	estructura			
iuy	iuy	estructura			
iuz	iuz	estructura			
ivc	ivc	estructura			
ive	ive	estructura			
ivf	ivf	estructura			
ivg	ivg	estructura			
ivi	ivi	estructura			
ivj	ivj	estructura			
ivk	ivk	estructura			
ivl	ivl	estructura			
ivm	ivm	estructura			
ivo	ivo	estructura			
ivp	ivp	estructura			
ivq	ivq	estructura			
ivr	ivr	estructura			
ivs	ivs	estructura			
ivt	ivt	estructura			
ivu	ivu	estructura			
ivv	ivv	estructura			
ivx	ivx	estructura			
ivy	ivy	estructura			
iwa	iwa	estructura			
iwb	iwb	estructura			
iwc	iwc	estructura			
iwd	iwd	estructura			
iwf	iwf	estructura			
iwg	iwg	estructura			
iwi	iwi	estructura			
iwj	iwj	estructura			
iwm	iwm	estructura			
iwn	iwn	estructura			
iwo	iwo	estructura			
iwp	iwp	estructura			
iwq	iwq	estructura			
iwt	iwt	estructura			
iww	iww	estructura			
ixa	ixa	estructura			
ixc	ixc	estructura			
ixd	ixd	estructura			
ixf	ixf	estructura			
ixg	ixg	estructura			
ixh	ixh	estructura			
ixj	ixj	estructura			
ixk	ixk	estructura			
ixl	ixl	estructura			
ixm	ixm	estructura			
ixn	ixn	estructura			
ixq	ixq	estructura			
ixu	ixu	estructura			
ixw	ixw	estructura			
ixx	ixx	estructura			
ixy	ixy	estructura			
iya	iya	estructura			
iyb	iyb	estructura			
iyc	iyc	estructura			
iyd	iyd	estructura			
iyh	iyh	estructura			
iyj	iyj	estructura			
iyk	iyk	estructura			
iym	iym	estructura			
iyr	iyr	estructura			
iyu	iyu	estructura			
iyw	iyw	estructura			
iyx	iyx	estructura			
izb	izb	estructura			
izd	izd	estructura			
ize	ize	estructura			
izg	izg	estructura			
izh	izh	estructura			
izi	izi	estructura			
izj	izj	estructura			
izk	izk	estructura			
izm	izm	estructura			
izo	izo	estructura			
izq	izq	estructura			
izr	izr	estructura			
izs	izs	estructura			
izu	izu	estructura			
izv	izv	estructura			
izw	izw	estructura			
izy	izy	estructura			
izz	izz	estructura			
jaa	jaa	estructura			
jab	jab	estructura			
jac	jac	estructura			
jad	jad	estructura			
jae	jae	estructura			
jag	jag	estructura			
jai	jai	estructura			
jaj	jaj	estructura			
jak	jak	estructura			
jal	jal	estructura			
jam	jam	estructura			
jan	jan	estructura			
jao	jao	estructura			
jaq	jaq	estructura			
jar	jar	estructura			
jas	jas	estructura			
jat	jat	estructura			
jau	jau	estructura			
jav	jav	estructura			
jaw	jaw	estructura			
jax	jax	estructura			
jay	jay	estructura			
jaz	jaz	estructura			
jba	jba	estructura			
jbb	jbb	estructura			
jbd	jbd	estructura			
jbf	jbf	estructura			
jbg	jbg	estructura			
jbh	jbh	estructura			
jbk	jbk	estructura			
jbl	jbl	estructura			
jbm	jbm	estructura			
jbn	jbn	estructura			
jbo	jbo	estructura			
jbq	jbq	estructura			
jbs	jbs	estructura			
jbt	jbt	estructura			
jbu	jbu	estructura			
jbv	jbv	estructura			
jbx	jbx	estructura			
jby	jby	estructura			
jbz	jbz	estructura			
jca	jca	estructura			
jcc	jcc	estructura			
jcf	jcf	estructura			
jci	jci	estructura			
jck	jck	estructura			
jcl	jcl	estructura			
jcn	jcn	estructura			
jco	jco	estructura			
jcq	jcq	estructura			
jcs	jcs	estructura			
jct	jct	estructura			
jcu	jcu	estructura			
jcv	jcv	estructura			
jcy	jcy	estructura			
jcz	jcz	estructura			
jdb	jdb	estructura			
jdc	jdc	estructura			
jdf	jdf	estructura			
jdh	jdh	estructura			
jdi	jdi	estructura			
jdk	jdk	estructura			
jdm	jdm	estructura			
jdp	jdp	estructura			
jds	jds	estructura			
jdu	jdu	estructura			
jdv	jdv	estructura			
jdx	jdx	estructura			
jdz	jdz	estructura			
jea	jea	estructura			
jeb	jeb	estructura			
jed	jed	estructura			
jef	jef	estructura			
jeg	jeg	estructura			
jei	jei	estructura			
jej	jej	estructura			
jek	jek	estructura			
jem	jem	estructura			
jen	jen	estructura			
jeo	jeo	estructura			
jeq	jeq	estructura			
jet	jet	estructura			
jeu	jeu	estructura			
jew	jew	estructura			
jex	jex	estructura			
jey	jey	estructura			
jez	jez	estructura			
jfb	jfb	estructura			
jfc	jfc	estructura			
jfd	jfd	estructura			
jff	jff	estructura			
jfh	jfh	estructura			
jfi	jfi	estructura			
jfk	jfk	estructura			
jfl	jfl	estructura			
jfm	jfm	estructura			
jfo	jfo	estructura			
jfp	jfp	estructura			
jfr	jfr	estructura			
jfs	jfs	estructura			
jft	jft	estructura			
jfv	jfv	estructura			
jfw	jfw	estructura			
jfy	jfy	estructura			
jfz	jfz	estructura			
jga	jga	estructura			
jgb	jgb	estructura			
jgc	jgc	estructura			
jgg	jgg	estructura			
jgi	jgi	estructura			
jgj	jgj	estructura			
jgl	jgl	estructura			
jgn	jgn	estructura			
jgo	jgo	estructura			
jgq	jgq	estructura			
jgr	jgr	estructura			
jgs	jgs	estructura			
jgu	jgu	estructura			
jgv	jgv	estructura			
jgw	jgw	estructura			
jgx	jgx	estructura			
jgz	jgz	estructura			
jha	jha	estructura			
jhb	jhb	estructura			
jhc	jhc	estructura			
jhd	jhd	estructura			
jhe	jhe	estructura			
jhf	jhf	estructura			
jhh	jhh	estructura			
jhk	jhk	estructura			
jhn	jhn	estructura			
jho	jho	estructura			
jhp	jhp	estructura			
jhq	jhq	estructura			
jhr	jhr	estructura			
jhu	jhu	estructura			
jhv	jhv	estructura			
jhw	jhw	estructura			
jhy	jhy	estructura			
jhz	jhz	estructura			
jia	jia	estructura			
jib	jib	estructura			
jid	jid	estructura			
jie	jie	estructura			
jii	jii	estructura			
jij	jij	estructura			
jik	jik	estructura			
jil	jil	estructura			
jim	jim	estructura			
jin	jin	estructura			
jio	jio	estructura			
jiq	jiq	estructura			
jir	jir	estructura			
jit	jit	estructura			
jiv	jiv	estructura			
jiy	jiy	estructura			
jiz	jiz	estructura			
jja	jja	estructura			
jjc	jjc	estructura			
jjd	jjd	estructura			
jje	jje	estructura			
jjf	jjf	estructura			
jjg	jjg	estructura			
jjj	jjj	estructura			
jjm	jjm	estructura			
jjn	jjn	estructura			
jjp	jjp	estructura			
jjs	jjs	estructura			
jjt	jjt	estructura			
jjv	jjv	estructura			
jjw	jjw	estructura			
jjx	jjx	estructura			
jjy	jjy	estructura			
jjz	jjz	estructura			
jke	jke	estructura			
jkf	jkf	estructura			
jkh	jkh	estructura			
jki	jki	estructura			
jkj	jkj	estructura			
jkl	jkl	estructura			
jko	jko	estructura			
jkq	jkq	estructura			
jkr	jkr	estructura			
jkt	jkt	estructura			
jku	jku	estructura			
jkv	jkv	estructura			
jkw	jkw	estructura			
jkx	jkx	estructura			
jky	jky	estructura			
jla	jla	estructura			
jlb	jlb	estructura			
jle	jle	estructura			
jlg	jlg	estructura			
jlh	jlh	estructura			
jlk	jlk	estructura			
jll	jll	estructura			
jlm	jlm	estructura			
jlo	jlo	estructura			
jlp	jlp	estructura			
jlq	jlq	estructura			
jls	jls	estructura			
jlt	jlt	estructura			
jlu	jlu	estructura			
jlv	jlv	estructura			
jlw	jlw	estructura			
jlx	jlx	estructura			
jly	jly	estructura			
jlz	jlz	estructura			
jma	jma	estructura			
jmc	jmc	estructura			
jme	jme	estructura			
jmf	jmf	estructura			
jmi	jmi	estructura			
jml	jml	estructura			
jmo	jmo	estructura			
jmp	jmp	estructura			
jms	jms	estructura			
jmu	jmu	estructura			
jmv	jmv	estructura			
jmx	jmx	estructura			
jmz	jmz	estructura			
jna	jna	estructura			
jnc	jnc	estructura			
jnf	jnf	estructura			
jng	jng	estructura			
jnh	jnh	estructura			
jnk	jnk	estructura			
jnn	jnn	estructura			
jnp	jnp	estructura			
jnr	jnr	estructura			
jns	jns	estructura			
jnt	jnt	estructura			
jnu	jnu	estructura			
jnv	jnv	estructura			
jnw	jnw	estructura			
jny	jny	estructura			
jnz	jnz	estructura			
joa	joa	estructura			
joc	joc	estructura			
jod	jod	estructura			
jof	jof	estructura			
jog	jog	estructura			
joh	joh	estructura			
joj	joj	estructura			
jol	jol	estructura			
jom	jom	estructura			
jon	jon	estructura			
jop	jop	estructura			
joq	joq	estructura			
jor	jor	estructura			
jos	jos	estructura			
jot	jot	estructura			
jov	jov	estructura			
joy	joy	estructura			
joz	joz	estructura			
jpb	jpb	estructura			
jpe	jpe	estructura			
jpg	jpg	estructura			
jpi	jpi	estructura			
jpj	jpj	estructura			
jpk	jpk	estructura			
jpn	jpn	estructura			
jpq	jpq	estructura			
jpr	jpr	estructura			
jps	jps	estructura			
jpv	jpv	estructura			
jpx	jpx	estructura			
jpy	jpy	estructura			
jpz	jpz	estructura			
jqb	jqb	estructura			
jqd	jqd	estructura			
jqe	jqe	estructura			
jqf	jqf	estructura			
jqi	jqi	estructura			
jqj	jqj	estructura			
jqk	jqk	estructura			
jql	jql	estructura			
jqn	jqn	estructura			
jqp	jqp	estructura			
jqr	jqr	estructura			
jqs	jqs	estructura			
jqt	jqt	estructura			
jqw	jqw	estructura			
jqx	jqx	estructura			
jqy	jqy	estructura			
jqz	jqz	estructura			
jra	jra	estructura			
jrd	jrd	estructura			
jrg	jrg	estructura			
jrh	jrh	estructura			
jri	jri	estructura			
jrk	jrk	estructura			
jrl	jrl	estructura			
jrn	jrn	estructura			
jro	jro	estructura			
jrq	jrq	estructura			
jrr	jrr	estructura			
jru	jru	estructura			
jrv	jrv	estructura			
jrw	jrw	estructura			
jry	jry	estructura			
jrz	jrz	estructura			
jsa	jsa	estructura			
jsc	jsc	estructura			
jsd	jsd	estructura			
jse	jse	estructura			
jsg	jsg	estructura			
jsh	jsh	estructura			
jsj	jsj	estructura			
jsk	jsk	estructura			
jsl	jsl	estructura			
jsn	jsn	estructura			
jsq	jsq	estructura			
jss	jss	estructura			
jsy	jsy	estructura			
jsz	jsz	estructura			
jta	jta	estructura			
jtc	jtc	estructura			
jtd	jtd	estructura			
jte	jte	estructura			
jtg	jtg	estructura			
jth	jth	estructura			
jti	jti	estructura			
jtj	jtj	estructura			
jtl	jtl	estructura			
jtn	jtn	estructura			
jto	jto	estructura			
jtq	jtq	estructura			
jtr	jtr	estructura			
jts	jts	estructura			
jtv	jtv	estructura			
jtw	jtw	estructura			
jtx	jtx	estructura			
jty	jty	estructura			
jtz	jtz	estructura			
jua	jua	estructura			
juc	juc	estructura			
jue	jue	estructura			
juf	juf	estructura			
jug	jug	estructura			
jui	jui	estructura			
juk	juk	estructura			
jun	jun	estructura			
juo	juo	estructura			
jup	jup	estructura			
jur	jur	estructura			
jus	jus	estructura			
jut	jut	estructura			
juu	juu	estructura			
jux	jux	estructura			
juz	juz	estructura			
jva	jva	estructura			
