# Mapeo de 3.6.10.10 a 3.6.8.8.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
idu		duda		La respuesta a ieo: cuatro seguidos en la entrada al mundo.	
idv		duda			
idw		duda		No implementado. Exclusivo de las capturas de extras de conexion; 16 mensajes.	
idz	lmv	estructura		No implementado. Exclusivo de las capturas de extras de conexion; 21 mensajes.	
iea		duda			
ieb		duda			
iec		duda			
ied		duda			
iee		duda			
ief		duda			
ieg	idm	estructura		No implementado. Exclusivo de las capturas de extras de conexion; 12 mensajes.	
ieh	ida	estructura			
iei	idx	estructura			
iej		duda		No implementado. Exclusivo de las capturas de extras de movimiento (Movimiento); 38 mensajes.	
iek		duda			
iel		duda			
ieo		duda		Cuatro seguidos en la entrada al mundo; el servidor contesta cuatro idu.	
iep		duda			
ier		duda			
iev		duda			
iew		duda			
iex		duda			
iey		duda			
iez		duda			
ifa		duda			
ifb		duda			
ifd		duda			
ife		duda		Alianzas, por nombre y tag; se descarta. 9 mensajes.	sí
ifg		duda			
ifj		duda			
ifl		duda			
ifm		duda			
ifn		duda			
ifp		duda			
ifr		duda			
ifu		duda			
ifv		duda			
ifw		duda			
ify		duda		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); lleva id de peticion real (17); 17 mensajes.	
ifz		duda			
igc		duda			
igf		duda			
igi		duda			
igk		duda			
igl	hmr	estructura			
ign		duda			
igo		duda			
igs		duda			sí
igv		duda			
ihc		duda			
ihg		duda			
ihh	lre	estructura			
ihm	hse	estructura			
ihq		duda		Respuesta que devuelve un id de peticion real (3 respuestas).	
ihs		duda		Lleva id de peticion real en 1 peticion.	
iht		duda			
ihu		duda			
iia		duda			
iid	iiz	estructura			
iie		duda			
iih	ihw	estructura			
iim		duda			
iio		duda		Lleva id de peticion real en 3 peticiones.	
iis		duda			
iiv		duda			
iix		duda			
iiy		duda		Lleva id de peticion real en 1 peticion.	
iiz		duda			
ija		duda		No implementado. Exclusivo de las capturas de conjuntos de equipo (Conjuntos); es una respuesta y devuelve id de peticion real (11); 11 mensajes.	
ijd		duda			
ijg		duda			
ijj	hqn	estructura			
ijk		duda			
ijl		duda			
ijm		duda			
ijn		duda			
ijt		duda			
ijx		duda			
ijy		duda			
ikb		duda			
ike		duda			
iki		duda			
ikj		duda			
ikn		duda			
iko		duda			
ikr		duda			
iks		duda			
ikt		duda			
iku		duda			
ilb	lpu	estructura			
ilc		duda		Solo se llama desde la rama kkn, que nunca llega. 5 mensajes en 3 ficheros.	sí
ild	ijj	estructura			
ilf	ijl	estructura			
ili		duda			
ilj		duda			
iln		duda			
ilo		duda			
ilr		duda		Lo envia el servidor pero NpcHandler lo despacha como peticion de cliente. 2 mensajes en 1 fichero.	
ils		duda			
ilv		duda			
ilw	imn	estructura			
ilx		duda			
ima		duda			
imd		duda		Lo envia el cliente (1 vez); el fichero datos/dofus3_mappings.json lo llama InventoryWeightMessage y eso es falso, un informe de peso seria push del servidor.	
ime		duda		No implementado. Exclusivo de las capturas de grupos (Grupos); 2 mensajes.	
imh		duda			
imi		duda			
imj		duda			
imk		duda			
imn		duda			
imo		duda			
imp		duda			
imu	jqp	estructura			
imv	irq	estructura			
inb		duda			
ind		duda			
ine		duda			
inh		duda			
ink		duda			
inn		duda			
inp		duda			
inq		duda			
int		duda			
inv		duda			
inw		duda			
inx	lgk	estructura			
iny		duda			
iof		duda			
iog		duda			
ioi	inn	estructura			
iok	inp	estructura			
iom	inr	estructura		Las capturas muestran al SERVIDOR enviandolo (283 mensajes, 67 ficheros); OpcodeRegistry lo declara como MapInformationsRequest, nombre heredado y falso.	
ioo	hpr	estructura			
iot		duda			
iov		duda			sí
ioy		duda			sí
ipa		duda		No implementado. Exclusivo de las capturas de tienda (Tienda); 7 mensajes.	
ipc		duda			
ipd	kzk	estructura			
ipe		duda			
ipi		duda			
ipj		duda			
ipk		duda			
ipm		duda			
ipo		duda			
ipq		duda			
ipr		duda			
ipt	hjr	estructura			
ipv	ktb	estructura			
ipw		duda			
iqa		duda			
iqc		duda			
iqd		duda			
iqg		duda			
iqh		duda			
iqj		duda		Lleva bloques de look: en los 73 bloques que se le miden, el campo f2 del look vale algo distinto de 3. El documento no da direccion.	
iqk		duda			
iql		duda			
iqm		duda			
iqn	lyy	estructura			
iqq		duda			
iqr		duda			
iqt		duda			
iqu	lnn	estructura			
iqv		duda			
iqw		duda			
iqz	iyt	estructura			
irb		duda			
irc		duda			
ird		duda			
irg		duda			
irh		duda			
iri		duda			
irj		duda			
irl		duda		No implementado. Exclusivo de las capturas de oficios (Oficios); 30 mensajes.	
irm	ike	estructura			sí
iro		duda			
irq		duda	JobExperienceMultiUpdateMessage	Los oficios; se conserva la lista de ids (es dato de juego) y se tira el progreso capturado: todos salen a nivel 1.	sí
irs	ift	estructura			
irt		duda			
irv		duda			
irw		duda			
isa	hwm	estructura			
isd		duda			
isf		duda		Solo alcanzable desde krc y desde isi, que no llegan nunca. 7 mensajes en 2 ficheros.	sí
isn		duda			
isr	jso	estructura			
iss		duda			
ist		duda			
isv		duda		No implementado. Exclusivo de las capturas de oficios (Oficios); 191 mensajes.	
isw	llp	estructura			
isx	hxw	estructura			
isz	hxc	estructura			
itd		duda	StorageObjectUpdateMessage	Un objeto llega al cofre.	sí
ite		duda			
itf		duda			
itg		duda	ShortcutBarContentMessage	Las barras de atajos; el servidor envia dos y nada dentro dice cual es cual: un hueco con hechizo lleva f6, uno con objeto lleva f9, y el f2 suelto del final es el tipo de barra (1 hechizos, ausente objetos).	sí
itj		duda			
itk		duda			
itl		duda			
itm		duda			
itn		duda		Lo envia el servidor pero el emulador lo usa como disparador de cliente y lo responde con itw, que no aparece en ninguna captura. 17 mensajes en 7 ficheros.	sí
itp		duda		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
itq		duda			
its	hkp	estructura			
itv		duda			
itw		duda		Lo que GameNodeProxy responde a itn; no aparece en ninguna de las 242 capturas.	sí
itx		duda			
itz		duda	ShortcutBarAddRequestMessage	Editar un hueco de una barra de atajos; se escribe tambien en la base de datos o se pierde al salir.	sí
iua		duda	ObjectAddedMessage	Un objeto llega a la bolsa, con todo: plantilla, efectos y cantidad.	sí
iub		duda			
iue		duda			
iuf		duda			
iug	kgs	estructura			
iuj		duda			sí
iuk		duda	ObjectSetPositionMessage	Mover un objeto a un hueco o de vuelta a la bolsa; la posicion cero es el amuleto, no la bolsa, y proto3 la omite.	sí
iul		duda			
ium		duda	ObjectDeletedMessage	Un objeto sale de la bolsa.	sí
iuq		duda	ShortcutBarReplacedMessage	Uno por cada hueco de barra que tenia la mitad antigua del hechizo; se envia antes de hng.	sí
iur		duda			
ius	ifk	estructura			
iuu	igk	estructura			
iuv		duda		No implementado. Exclusivo de las capturas de Steamer; 1 mensajes.	
iuw		duda	ObjectDeleteMessage	Destruir un objeto; el cliente no quita nada por su cuenta y sin respuesta el objeto se queda. Observado contra el cliente real en el log de trafico del emulador, no en el conjunto pcapng.	sí
iux		duda			
iuy		duda			
iuz		duda			
ivc		duda			
ive		duda			
ivf		duda	KamasUpdateMessage	Kamas que quedan despues de pagar.	sí
ivg		duda			
ivi		duda		NO es el inventario: 9694 pares de id y valor, ids de 44 a 34352 y valores de cientos de millones; parece los contadores de estadisticas de la cuenta. Es la trama mas grande del bloque 3 (87878 B, el 97 % del fichero).	
ivk		duda	ShortcutBarRefreshMessage	El eco: la misma entrada que envio el cliente.	sí
ivl		duda			
ivo		duda			
ivp		duda			
ivq		duda	ObjectMovementMessage	Donde acabo un objeto; un hueco solo admite un objeto, lo que hubiera se expulsa antes a la bolsa con su propio ivq.	sí
ivr		duda			
ivs		duda			
ivt		duda			
ivu		duda			
ivv	jbo	estructura			
iwb		duda	StorageInventoryContentMessage	Lo que hay dentro del cofre; misma forma que el inventario, con la bolsa como posicion de todo.	sí
iwc		duda			
iwd	iuh	estructura			
iwf		duda			
iwg		duda			
iwi		duda			
iwj		duda			
iwm	ilk	estructura			
iwo		duda	InteractiveUseRequestMessage	Clic en un elemento interactivo; el zaap, el cofre y la loteria llegan todos por aqui.	sí
iwp		duda			
iwt		duda			
iww	lug	estructura			
ixa		duda			
ixc		duda			
ixd	lul	estructura			
ixf		duda			
ixg		duda		No implementado. Exclusivo de las capturas de Suenos Infinitos; 14 mensajes.	
ixh		duda			
ixj	lpa	estructura			
ixk		duda			
ixm		duda			
ixn		duda			
ixq		duda			
ixw		duda			
ixx	iyi	estructura			
iyb		duda		No implementado. Exclusivo de las capturas de Suenos Infinitos; 12 mensajes.	
iyc		duda			
iyd		duda			
iyj		duda			
iym		duda			
iyu	hsx	estructura			
iyx		duda		No implementado. Exclusivo de las capturas de Suenos Infinitos; 12 mensajes.	
izh		duda		Lo envia el cliente (8 veces en 7 ficheros) pero el emulador lo construye como mensaje de servidor y nunca lo llama. El fichero de mapeos lo llama AlmanaxDateMessage, y eso es falso.	sí
izi		duda			
izj		duda			
izo		duda			
izq		duda			
izr	iyq	estructura			
izu	jve	estructura		El builder no se llama nunca. 2 mensajes en 2 ficheros.	sí
izv		duda			
izy		duda			
izz	jcb	estructura		Nada establecido. 635 mensajes, 29 ficheros.	
jaa		duda		Lo mismo que jjs pero en su propio mensaje; se descarta. 5 mensajes.	sí
jab		duda			
jac	ixs	estructura			
jad		duda			
jak	jsn	estructura			
jal		duda			
jam		duda			
jao		duda			
jaq		duda			
jar		duda			
jat		duda			
jau		duda		No implementado. Exclusivo de las capturas de bolsa de viaje (Merkasako); 2 mensajes.	
jav		duda		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
jaw		duda		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
jax		duda			
jay		duda			
jaz		duda		Se envia con los muebles, entre jss y lva; significado no establecido.	sí
jba		duda	HavenBagEditionStoppedMessage	Modo de colocacion cerrado.	sí
jbb		duda			
jbd		duda			
jbf		duda			
jbh	kvu	estructura			
jbk		duda		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
jbl		duda	HavenBagThemeChangeRequestMessage	Cambiar el tema de la habitacion desde dentro.	sí
jbm		duda	HavenBagEditionStartedMessage	Modo de colocacion confirmado.	sí
jbn		duda	EnterHavenBagRequestMessage	El boton de la bolsa de viaje y la tecla H; lleva un personaje porque se puede visitar la de otro.	sí
jbo		duda			
jbq	isj	estructura			
jbs	kvq	estructura	LotteryResultMessage	La respuesta de la maquina de loteria; de dos capturas, una con premio en f2 y otra rechazada con f3: 1.	sí
jbt		duda			
jbu		duda	HavenBagFurnituresMessage	Los muebles de la habitacion, esperados detras del mapa; misma forma que jbg pero en f1 en vez de f2.	sí
jbv		duda	HavenBagEditionStartRequestMessage	Abrir el modo de colocacion de muebles.	sí
jbx		duda			
jby		duda			
jbz		duda			
jca		duda			
jcc		duda			
jcf		duda			
jck		duda			
jcn		duda			
jco		duda			
jcs		duda			
jct		duda			sí
jcu		duda			
jcz		duda			
jdc		duda			
jdh		duda			
jdi		duda			
jdk		duda			
jdm		duda			
jdp		duda			
jds		duda			
jeb		duda			
jed		duda			
jef		duda			
jeg		duda			
jej		duda			
jem	ixu	estructura			
jen		duda			
jeq		duda			
jeu		duda			
jew		duda			
jex		duda			
jey		duda			
jez		duda			
jfb		duda			
jfc		duda			sí
jfd		duda			
jff		duda			
jfh		duda			
jfi		duda			
jfk		duda			
jfl		duda			
jfm	izt	estructura			
jfo		duda			
jfp		duda			
jfr		duda			
jfs		duda			
jfv		duda			
jfw		duda			
jfy		duda			
jfz	jfh	estructura			
jga		duda			
jgb	jfi	estructura			
jgc	jfg	estructura			
jgg		duda			
jgi		duda			
jgj		duda			
jgl		duda			
jgn		duda			
jgo		duda			
jgq		duda			
jgr		duda			
jgs		duda			
jgu	jgl	estructura	SpouseInformationsMessage	El conyuge, con su look; se descarta. 13 mensajes.	sí
jgv	irz	estructura			sí
jgw		duda			
jgx		duda			
jgz		duda			
jha		duda			
jhb	hii	estructura			
jhc		duda			
jhd		duda			
jhe		duda		El gremio de la cuenta grabada; se descarta. 7 mensajes.	sí
jhf		duda			
jhk		duda		El nombre del gremio, escrito. Se descarta; mientras viajaba provocaba un NullReferenceException en el cliente. 2 mensajes.	sí
jho		duda			
jhp		duda			
jhq		duda			
jhr		duda			
jhu		duda			
jhv		duda			
jhy		duda			
jhz		duda			
jia		duda			
jie	jgq	estructura			
jii	hih	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 21 mensajes.	
jij		duda			
jim		duda			
jiq		duda			
jir		duda			
jit		duda			
jiy		duda			
jiz		duda			
jja	jzg	estructura			
jjc		duda			
jjd		duda			
jje	mco	estructura			
jjf		duda			
jjg		duda			
jjj	kmd	estructura			
jjn		duda			
jjp		duda			
jjs		duda		Un puesto de jugador en el mapa, con la cuenta detras; se descarta. 10 mensajes.	sí
jjv		duda			
jjw		duda			
jjx		duda			
jjy		duda			
jjz		duda			
jke		duda			
jkh		duda			
jki		duda			
jkj		duda			
jkl		duda			
jkq	lpq	estructura			
jkr	idq	estructura			
jkt	lqm	estructura			
jku	jjj	estructura			
jkv	koa	estructura			
jkw		duda			
jkx		duda			
jky		duda			
jla		duda			
jlb		duda			
jlg		duda			
jlh		duda			
jlk		duda			
jll		duda			
jlq		duda			
jls		duda			
jlt		duda			
jlu		duda			
jlv		duda			
jlx		duda		No implementado. Exclusivo de las capturas de gremio (Gremio); 8 mensajes.	
jlz		duda			
jma		duda			
jmc		duda			
jme		duda			
jmf	jln	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 8 mensajes.	
jmi	jmk	estructura			
jmo	iic	estructura			
jmp		duda			
jmu		duda		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 8 mensajes.	
jmv		duda			
jna		duda			
jnf		duda			
jng		duda			
jnh		duda			
jnk		duda			
jnn		duda			
jnr		duda			
jns		duda			
jnt	jot	estructura			
jnu		duda			
jny		duda			
jnz		duda			
joa	ipa	estructura			
joc		duda			
jod		duda			
jof		duda			
jog		duda			
joh		duda		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
joj		duda			
jol		duda			
jom		duda			
jon		duda			
jop		duda			
joq		duda		Sus dos llamadores son rutas de 3.6.4.3. 1 mensaje en 1 fichero.	sí
jot		duda			
joy		duda			
joz		duda			
jpb	kgq	estructura			
jpe		duda			
jpg		duda			
jpi		duda			
jpj		duda			
jpk		duda			
jpr		duda		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 5 mensajes.	
jps		duda			
jpv		duda			sí
jpx		duda		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 8 mensajes.	
jpy		duda			
jpz		duda			
jqb		duda			
jqe		duda			
jqf		duda			sí
jqi		duda	MapExitRequestMessage	Estoy en el borde, puedo salir.	sí
jqj		duda			
jqk		duda	ChangeMapMessage	El mapa al que quiere ir; la casilla y la orientacion de llegada se calculan del lado de salida (13 de casilla lateral, 532 en vertical), medido en las capturas.	sí
jql	klw	estructura			
jqp		duda			
jqr		duda			
jqs		duda			
jqt		duda		No implementado. Exclusivo de las capturas de extras de movimiento (Movimiento); 5 mensajes.	
jqx		duda			
jqy	lbu	estructura			
jqz		duda			
jra		duda			
jrd		duda			
jrg		duda			
jrh		duda	MapInformationsRequestMessage	Quien esta en este mapa; sin respuesta el mapa se dibuja vacio, sin avatar, sin PNJs y sin monstruos.	sí
jrl	ksi	estructura			
jro		duda			
jrq		duda			
jrr	jqm	estructura			
jru		duda	CurrentMapMessage	Carga este mapa; enviarlo dos veces hace que el cliente recargue el mundo en bucle.	sí
jrv		duda			
jry		duda			
jrz		duda			
jsd	jry	estructura	GameContextRemoveElementMessage	Quita un actor del mapa; su propio cambio de mapa cuenta.	sí
jse		duda			
jsg		duda			
jsk		duda			
jsn		duda	GameContextRefreshEntityLookMessage	Este actor ha cambiado: el bloque de actor entero, con casilla, id y el look nuevo. Es de lo que redibuja el cliente en el mapa.	sí
jsq		duda	MapExitAllowedMessage	Adelante; no lleva mas que el id de peticion repetido, en el campo raiz 3. Sin el, el cliente nunca envia jqk y el personaje se queda en el borde.	sí
jsy		duda			
jsz		duda			
jtc		duda			
jtd	jsa	estructura			
jte	jsd	estructura		Se responde con una trama jto hardcodeada. No aparece en ninguna captura.	sí
jth		duda			
jti		duda		Combate. 1275 mensajes, 22 ficheros.	sí
jtj	hip	estructura			
jtn		duda		Combate; el opcode mas frecuente de todo el conjunto: 14728 mensajes en los 23 ficheros que contienen un combate.	
jto		duda		Lo envia el servidor y el cliente nunca; el emulador lo tiene en la rama de lista de personajes, a la que solo llega kpa. 7324 mensajes en 23 ficheros.	sí
jtq		duda			
jtr	meh	estructura			
jts		duda			
jtv	jgg	estructura			
jtx		duda			sí
jtz		duda			
jue	hkz	estructura			
juf	kbn	estructura			
jui		duda			
juk		duda			
jun		duda			
juo		duda			
jur		duda			
jus		duda			
jut		duda			sí
juu		duda			sí
jva		duda			
jvb		duda			
jvc		duda			
jvg		duda			
jvj		duda			
jvk		duda			
jvn		duda			sí
jvo		duda			
jvt		duda			
jvv		duda			
jvw		duda			
jvz		duda			
jwa		duda			
jwb		duda			sí
jwc		duda			
jwj	jmq	estructura		No implementado. Exclusivo de las capturas de tienda (Tienda); 13 mensajes.	
jwn	inm	estructura			
jwq		duda			sí
jwr		duda			
jws		duda			
jwt		duda			
jwx		duda			
jwz		duda		Combate. 513 mensajes, 23 ficheros.	sí
jxa		duda			
jxb		duda			sí
jxg		duda			sí
jxh		duda		Combate. 514 mensajes, 23 ficheros.	sí
jxi		duda			
jxj		duda			
jxl		duda			
jxm		duda		Combate. 6556 mensajes, 23 ficheros.	sí
jxn		duda			
jxp		duda			
jxs		duda		No implementado. Exclusivo de las capturas de mazmorras (Mazmorras); 1 mensajes.	
jxt		duda			
jxv		duda			
jxw		duda		Lo envia el servidor pero el emulador lo usa como disparador de cliente. 4933 mensajes en 23 ficheros.	sí
jxy		duda			sí
jxz		duda			sí
jya		duda		Solo alcanzable desde el despacho de combate muerto. 3962 mensajes en 20 ficheros.	sí
jyb		duda			
jyc		duda			
jyf		duda			sí
jyj		duda		Solo alcanzable desde el despacho de combate muerto. 178 mensajes en 21 ficheros.	sí
jyn		duda			
jyo		duda			
jyp		duda			
jyq		duda			
jyt		duda		Combate. 503 mensajes, 20 ficheros.	sí
jyu		duda			
jyv		duda			
jyz		duda			sí
jzc	lez	estructura		Combate. 538 mensajes, 23 ficheros.	sí
jzh	jwc	estructura			
jzk		duda			
jzm	jtk	estructura			
jzq		duda			
jzr		duda			
jzs		duda			
jzu		duda			sí
jzw	hjm	estructura		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 12 mensajes.	
jzx		duda			
jzy		duda			sí
jzz		duda			
kac		duda			
kae		duda			sí
kai		duda			sí
kap		duda			
kaq		duda			sí
kar		duda			
kav		duda			
kaz		duda			
kba		duda			sí
kbb		duda			
kbh		duda			
kbi		duda			
kbk	kez	estructura			
kbm		duda			
kbn		duda			
kbo		duda			
kbt		duda			
kbu		duda			
kbv		duda			
kbz		duda			
kcd		duda			
kce		duda			
kcf		duda			
kcg		duda			
kch		duda			
kcj	lud	estructura		No implementado. Exclusivo de las capturas de oficios (Oficios); 114 mensajes.	
kck		duda			
kcl		duda			
kcr		duda	ExchangeObjectMoveMessage	Mover un objeto del cofre; la direccion no viaja, se deduce de donde esta el objeto. f1 llega como -1 cuando se arrastra la pila entera.	sí
kcu		duda		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 4 mensajes.	
kcy		duda			
kcz		duda			
kdb		duda		No implementado. Exclusivo de las capturas de oficios (Oficios); 114 mensajes.	
kdd		duda			
kde	irm	estructura			
kdh		duda			
kdk	kbe	estructura			
kdr		duda			
kds		duda			
kdv		duda			
kdw		duda			
kdx		duda		Lo envia el cliente (10 veces en 1 fichero) pero el emulador lo construye como mensaje de servidor y nunca lo llama. El fichero de mapeos lo llama AccountCapabilitiesMessage, y eso es falso.	sí
kdy		duda			
kdz		duda			
kea		duda			sí
kee		duda			
kef		duda			
keg		duda			
keh		duda			
kei		duda			
kej		duda			
kek		duda			
kem		duda			
ken		duda			
keo		duda			
kep		duda			
keq		duda		No implementado. Exclusivo de las capturas de intercambio (Intercambio); 4 mensajes.	
ker		duda			
keu		duda			
kev		duda			
kew		duda			
kez		duda			
kfe		duda			
kfh	hoh	estructura			
kfi	llf	estructura			
kfl		duda			
kfp		duda			
kfs		duda			
kfv		duda			
kfw	jvz	estructura			
kfx	kms	estructura			
kga	kng	estructura			
kgd	khf	estructura			
kge		duda			
kgh		duda			
kgi		duda			
kgj		duda			
kgk		duda			
kgl		duda		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 12 mensajes.	
kgm		duda			
kgp	kdy	estructura		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 9 mensajes.	
kgq		duda			
kgv		duda			
kgx		duda			
kgy		duda			
kgz		duda			
kha	khi	estructura			
khd		duda	ExchangeLeaveMessage	El cofre se cerro.	sí
khi		duda			
khj		duda			
khk		duda			
khl		duda			
khn		duda			
