mapId,rightMapId,bottomMapId,leftMapId,topMapId
85722625,0,85721601,0,0
85723651,0,85722627,0,0
88080391,0,72619521,0,0
88080647,0,0,221512707,0
88080648,0,0,221512706,0
88080666,0,0,0,185863685
88080904,0,0,72619521,0
88081690,68552196,0,0,0
88083734,68420104,0,0,68419591
88085510,95424516,0,0,0
88086791,0,0,82315264,0
88211975,0,72619009,0,0
88212233,0,221512706,0,0
88212250,0,0,0,185863173
88212481,0,0,84412416,0
88212745,0,221512194,0,0
88212762,0,0,0,185862661
88212992,0,84412416,221512712,0
88213770,0,0,221512192,0
90702848,0,0,0,95422466
90702849,95422468,0,0,0
90703360,0,95422468,0,0
90703362,0,0,0,95422468
90703364,0,0,0,90703363
90703872,0,95420418,0,0
90703875,95420420,0,0,90703874
90704385,0,0,95420418,0
90704386,0,95420420,0,90704385
90704642,95421440,0,0,0
90704643,0,0,88087297,0
90704899,0,95421442,95420420,0
90705155,0,95421440,0,0
90705408,0,90705409,0,0
90705412,0,0,95421442,0
90705920,0,0,0,90706177
90706177,0,0,90705665,0
90706432,95420416,0,0,0
90707201,0,95420416,0,0
90707458,90708481,0,90707713,0
90707713,90707458,0,0,0
90708481,0,0,90707458,0
90833408,0,0,95424512,0
95420416,0,0,90706432,90707201
95420418,90704385,0,95422468,90703872
95420420,90704899,0,90703875,90704386
95421440,0,0,90704642,90705155
95421442,90705412,0,0,90704899
95422468,95420418,90703362,90702849,90703360
95424512,90833408,0,0,0
95424516,0,0,88085510,0
99095053,0,88081670,0,0
99096077,0,88082710,0,0
100140544,100141056,0,0,0
101187584,0,0,88212737,222298113
101716489,0,0,67372032,0
103547394,103547392,0,0,0
106957826,0,0,106957828,0
106957828,106957826,0,0,0
107218944,0,107219968,0,0
107219968,107222016,107220992,0,107218944
107220992,107223040,0,0,107219968
107222016,0,107223040,107219968,0
107223040,107224064,0,107220992,107222016
107224064,107225088,0,107223040,0
107479040,107480064,0,0,107480064
107480064,0,0,0,107481088
108003331,108004867,0,0,0
108003334,108004870,0,0,0
108004867,108006403,0,108003331,0
108004870,108006406,108004873,108003334,0
108004876,108006412,0,0,0
108006403,0,0,108004867,0
108006406,108007942,0,108004870,0
108006412,108007948,0,108004876,0
108007942,0,0,108006406,0
108007945,108009481,108007948,0,0
108007948,0,0,108006412,108007945
108009481,0,0,108007945,0
108789760,108791296,108791296,108922368,0
108790037,108790040,0,108922645,0
108790040,108790043,108790037,108790037,0
108790043,0,0,108790040,0
108791296,108792832,111149062,108789760,0
108791579,108793115,108793115,0,0
108791582,0,108793118,0,0
108792832,108794368,108794368,108791296,0
108793115,0,108794651,108791579,0
108793118,0,108794654,0,0
108794368,108794627,0,108792832,0
108794627,108794630,108794368,0,0
108794630,108794633,108794627,0,0
108794633,0,108794630,108794630,0
108794636,0,0,108794633,0
108794651,108796187,0,108793115,0
108794654,0,0,108793118,0
108796172,0,108797708,0,0
108796181,0,108797717,0,108796184
108796184,108796187,108796181,0,0
108796187,0,0,108796184,108794651
108797708,108797711,0,108796172,0
108797711,108797714,0,108797708,0
108797714,108797717,108797711,108797711,0
108797717,0,108797714,108797714,0
108922368,108789760,108789760,108923904,0
108922645,108790037,108790037,108924181,0
108923904,108922368,108922368,108925440,0
108924181,108922645,0,108925717,0
108925440,0,108923904,108926976,0
108925717,0,108924181,108927253,0
108926976,108927235,108925440,0,0
108927235,108927238,108926976,0,0
108927238,108927241,108927235,0,0
108927241,108927244,108927238,108927238,0
108927244,0,108927241,108927241,0
108927253,108925717,108925717,0,0
108928780,108928783,0,0,0
108928783,108928786,108928780,108928780,0
108928786,108928789,108928783,0,0
108928789,108927253,108928786,108928786,0
109053440,109054976,0,0,0
109053443,109054979,109054979,0,0
109053446,109054982,109054982,0,0
109054976,109056512,109056512,109053440,0
109054979,109056515,109056515,109053443,0
109054982,112724481,0,109053446,0
109056512,109058048,109058048,109054976,0
109056515,109058051,109058051,109054979,0
109056518,0,109058054,0,0
109058048,112723457,0,109056512,0
109058051,0,0,109056515,0
109058054,0,0,109056518,109056518
109314048,109315072,109315072,0,0
109315072,109316096,0,109314048,0
109315074,109316098,0,0,0
109315076,109316100,109316100,0,0
109316096,109317120,109317120,109315072,0
109316098,109317122,0,109315074,0
109316100,109317124,0,109315076,0
109317120,0,0,109316096,0
109317122,0,0,109316098,0
109317124,109318148,109318148,109316100,0
109318148,0,0,109317124,0
110625283,108007948,0,0,0
110626307,108004873,0,0,0
110887425,110888961,0,0,0
110887431,110888967,0,0,0
110888961,110890497,110888961,110887425,0
110888967,110890503,110887431,110887431,0
110890497,110892033,110888961,110888961,0
110890500,110892036,0,0,0
110890503,0,0,110888967,0
110892033,110893569,110890497,110890497,0
110892036,110893572,110890500,110890500,0
110893569,0,0,110892033,0
110893572,0,110892036,110892036,0
111149056,111150592,0,111149059,0
111149059,111149056,111149062,111149062,0
111149062,111149059,0,54167883,0
111149315,111150342,111150592,111150592,111281414
111150342,0,0,111149315,111281417
111150345,0,0,111281417,111150348
111150348,0,111150345,111281420,0
111150592,111149315,0,111149056,0
111281414,111281417,111149315,0,0
111281417,111150345,111150342,111281414,111281420
111281420,111150348,111281417,0,0
111284486,0,111282950,0,0
112460034,0,0,111281417,0
112460037,0,112592132,0,0
112460041,112461064,0,0,112461066
112461060,0,0,112460037,0
112461064,0,0,112460041,0
112461066,0,112460041,112460041,0
112461068,0,0,112460045,0
112461070,0,0,112460045,0
112592132,112460037,0,0,112460037
112592134,112460037,0,0,0
112592136,112460041,0,0,0
112592138,112460041,0,0,0
112592140,112460045,0,0,0
112592142,112460045,0,0,0
113508877,113770496,0,0,0
113510401,113773313,0,0,0
113511940,113773313,0,0,0
113511946,0,0,113773313,0
115081729,0,0,115082753,115082753
115082753,115081729,115081729,0,0
117703176,117704200,0,117703178,0
117703178,0,0,117703180,0
117703183,117704207,0,0,0
117703185,117704209,0,117703187,0
117704200,117705224,0,0,0
117706762,117707786,0,117706764,0
117707777,117708801,0,0,0
117707791,117708815,0,0,0
117708803,0,0,117708805,0
120061958,0,0,189530112,0
120064003,0,189792256,0,0
120064515,0,189792768,0,0
120193541,0,189530112,0,0
121634820,0,0,0,121636866
121634822,0,0,0,121637892
121635840,0,0,121636864,0
121635844,121636868,0,0,0
121635846,121636870,0,121634822,0
121636864,121635840,0,0,0
121636866,121637890,121634820,0,0
121636868,121637892,0,121635844,0
121636870,0,0,121635846,0
121637890,0,0,121636866,0
121637892,0,121634822,121636868,0
126091264,0,84806406,165155846,0
126091521,0,0,165155845,0
126091522,0,0,165155844,0
126091523,0,0,165155843,156239371
126091540,0,127926796,0,0
126091776,0,84805894,0,0
126092036,0,0,156239371,0
126092037,0,0,156239370,0
126092038,0,0,156239369,0
126092039,0,0,156239368,0
126092040,0,0,156239367,156239878
126092052,0,127927308,0,0
126092288,189530112,84805382,0,0
126092552,0,0,0,156240390
126092564,0,127927820,0,0
126093064,0,0,0,156240902
126093076,0,127928332,0,0
126093081,0,126093080,0,0
126093576,0,0,0,156241414
126093588,0,127928844,0,0
126093592,0,0,126093080,0
126094088,0,0,0,156241926
126094100,0,127929356,0,0
126094600,0,0,0,156242438
126094612,0,127929868,0,0
126223124,0,127926284,0,0
126223131,0,0,128057860,0
126223132,0,0,128057859,0
126223133,0,0,128057858,0
126223134,0,0,128057857,0
126223636,0,128057868,0,0
126223642,0,0,0,128057860
126224148,0,128058380,128058891,0
126224149,0,0,128058890,0
126224150,0,0,128058889,0
126224151,0,0,128058888,0
126224152,0,0,128058887,0
126224153,0,0,128058886,0
126224154,0,0,128058885,128058372
127141889,113774337,0,0,0
127143428,113774337,0,0,0
127143434,0,0,113774337,0
127404033,113773057,0,0,0
127405572,113773057,0,0,0
127405578,0,0,113773057,0
127926284,0,0,0,126223124
127926287,0,156238848,0,0
127926796,0,0,0,126091540
127926799,0,156239360,0,0
127927308,0,0,0,126092052
127927311,0,156239872,0,0
127927820,0,0,0,126092564
127927823,0,156240384,0,0
127928332,0,0,0,126093076
127928335,0,156240896,0,0
127928844,0,0,0,126093588
127928847,0,156241408,0,0
127929356,0,0,0,126094100
127929359,0,156241920,0,0
127929868,0,0,0,126094612
127929871,0,156242432,0,0
128057857,126223134,0,0,0
128057858,126223133,0,0,0
128057859,126223132,0,0,0
128057860,126223131,126223642,0,0
128057868,0,0,0,126223636
128057871,0,156238336,0,0
128058372,0,126224154,0,0
128058380,0,0,0,126224148
128058382,0,0,132123137,0
128058383,0,156237824,132123138,0
128058885,126224154,0,0,0
128058886,126224153,0,0,0
128058887,126224152,0,0,0
128058888,126224151,0,0,0
128058889,126224150,0,0,0
128058890,126224149,0,0,0
128058891,126224148,0,0,0
128058893,0,132123137,0,0
128059393,0,0,155977728,0
128059394,0,0,155977729,0
128059395,0,0,155977730,0
128059396,0,0,155977731,0
128059405,0,132122625,0,0
128059909,0,0,155977220,155977731
128059910,0,0,155977221,0
128059911,0,0,155977222,0
128059912,0,0,155977223,0
128059913,0,0,155977224,0
128059914,0,0,155977225,0
128059915,0,0,155977226,0
128059916,0,0,155977227,0
128059917,0,132122113,155977228,0
128974848,128975872,128974850,0,0
128974850,0,128974852,0,128974848
128974852,0,0,0,128974850
128975872,0,128975874,128974848,0
128975874,128976898,128975876,0,128975872
128975876,128976900,0,0,128975874
128976898,0,128976900,128975874,0
128976900,0,0,128975876,128976898
128977920,0,128977922,0,0
128977922,0,0,128977920,0
129238531,131597312,0,0,0
129239042,0,131597312,0,0
129499136,0,129236992,129236992,0
129761282,129762306,0,0,0
129761538,129762562,0,0,0
129762304,129763328,129762306,0,0
129762306,129763330,0,129761282,129762304
129762562,129763586,0,129761538,0
129763328,0,0,129762304,129763586
129763330,0,0,129762306,0
129763586,129764610,129763328,129762562,0
129764352,129764354,129764354,0,129764610
129764354,0,0,0,129764352
129764610,0,129764352,129763586,0
130285568,129368578,129368578,0,0
130547712,0,0,129238529,0
131334148,131335172,0,0,0
131335168,131336192,131335170,0,0
131335170,0,131335172,0,131335168
131335172,131336196,0,131334148,131335170
131336192,131337216,0,131335168,0
131336194,131337218,0,0,0
131336196,131337220,0,131335172,0
131337216,0,131337218,131336192,0
131337218,0,0,131336194,131337216
131337220,0,0,131336196,0
131597312,0,131596288,129238531,129239042
131858945,0,129763330,0,0
131858948,129763328,129763328,0,0
131859969,0,131858945,0,0
131859972,131858948,131858948,0,0
131860993,0,128976898,0,0
131860996,131859972,131859972,0,0
131862017,0,129762562,0,0
131862020,131860996,131860996,0,0
131863044,131862020,131862020,0,0
132121089,0,0,155976205,155976716
132121090,0,0,155976206,0
132121091,0,0,139464193,0
132121092,0,0,139464194,0
132121093,0,0,139464195,0
132121601,0,0,0,155977228
132122113,0,0,0,128059917
132122625,0,0,0,128059405
132123137,128058382,0,0,128058893
132123138,128058383,0,0,0
132123139,156237824,0,0,0
132123140,156237825,0,0,0
132123141,156237826,0,0,0
134217728,0,0,134350082,0
134218752,134219776,134218754,0,0
134218754,134219778,134218756,0,134218752
134218756,0,138675202,138674176,134218754
134219776,137366528,134219778,134218752,0
134219778,134220802,0,134218754,134219776
134220800,134221824,0,0,0
134220802,0,0,134219778,0
134221824,134222848,0,134220800,0
134221826,134222850,0,0,0
134222848,0,0,134221824,0
134222850,134223874,134222852,134221826,0
134222852,134223876,0,0,134222850
134223874,134224898,134223876,134222850,0
134223876,0,0,134222852,134223874
134224898,134225922,134223874,0,0
134225922,0,0,134224898,0
134350082,134217728,134217728,0,0
134351108,134350082,134350082,0,0
134742016,0,134742018,134874112,0
134742018,0,0,0,134742016
134874112,134742016,0,0,0
135266817,135267841,135266819,0,0
135266819,135267843,135266821,135397891,135266817
135266821,135267845,0,135397893,135266819
135267841,135268865,0,135266817,0
135267843,135268867,135267845,135266819,0
135267845,0,0,135266821,135267843
135268865,0,135268867,135267841,0
135268867,0,0,135267843,135268865
135268869,0,135267845,0,0
135269889,0,135268867,0,0
135269891,0,135268867,0,0
135270145,135271169,135268865,0,0
135271169,0,135270145,0,0
135397891,135266819,0,0,0
135397893,135266821,0,0,0
136052994,0,136185090,0,0
136052998,136054022,0,0,0
136054018,136055042,0,0,0
136054020,136055044,0,0,0
136054022,136055046,136052998,136052998,0
136055042,136056068,136054018,136054018,0
136055044,0,0,136054020,0
136055046,136056070,0,136054022,0
136056068,0,0,136055042,0
136056070,0,136055046,136055046,0
136056074,0,136055048,136055048,0
136185090,136052994,0,0,0
136577024,0,134221826,134221826,0
137363456,0,134218752,134217728,0
137364480,137363456,137363456,0,0
137365762,0,136052736,134220034,0
137365764,0,136054020,136052996,0
137366528,0,134220802,134219776,0
137367552,0,0,137366528,0
137367810,0,135267841,0,0
137367812,0,136054022,0,0
137367814,0,0,134222082,0
137368576,137369600,0,134222848,0
137368580,0,136052998,136052998,0
137369600,137370624,0,137368576,0
137369604,0,134223878,0,0
137370624,0,0,137369600,0
137371652,137371650,0,0,0
138150403,135270145,0,0,0
138674176,134218756,138674178,0,0
138674178,138675202,0,0,138674176
138675202,0,0,138674178,134218756
138806272,138674176,138674176,0,0
139198468,0,139199494,0,0
139199490,139200514,139199492,0,0
139199492,139200516,0,0,139199490
139199494,0,0,139198468,0
139200514,0,0,139199490,0
139200516,0,0,139199492,0
139201536,0,0,139200516,0
139201538,139199492,0,139198468,0
139201540,0,0,139201538,0
139461121,0,0,142090758,147588619
139461122,0,0,142090759,0
139461123,0,0,142090760,0
139461124,0,0,142090761,0
139461125,0,0,142090762,0
139461126,0,0,142090763,0
139461127,0,0,142090764,0
139461128,0,0,142090765,0
139461129,0,164364289,142090766,0
139461633,0,0,0,147589131
139461641,0,164364801,0,0
139462145,0,0,0,147589643
139462153,0,164365313,0,0
139462657,0,0,0,147590155
139462665,0,164365825,0,0
139463169,0,0,0,147590667
139463177,0,165150720,0,0
139463681,0,0,0,155975694
139463689,0,165151232,0,0
139464193,132121091,0,0,155976206
139464194,132121092,0,0,0
139464195,132121093,0,0,0
139464200,165152514,0,0,0
139464201,165152513,165151744,0,0
139724293,0,165153537,0,0
139992581,0,139723780,0,0
139992583,0,139725314,0,0
139992585,139723778,0,0,0
139992587,139993611,0,0,0
139993605,0,139723779,0,0
139993607,139724801,0,0,0
139993611,139723779,139723779,139992587,0
140509185,140510209,140509187,0,140509441
140509187,0,0,0,140509185
140509441,140510465,140509185,140641537,140509443
140509443,140510467,140509441,0,0
140510209,0,0,140509185,140510465
140510465,140511489,140510209,140509441,0
140510467,0,0,140509443,140510469
140510469,0,140510467,0,0
140511489,0,0,140510465,0
140641537,140509441,0,0,0
141820673,0,0,139463177,0
141820675,139464194,0,0,0
141951745,139462661,0,0,0
141951747,0,0,139463684,0
141951749,0,0,139461635,0
142082049,0,0,0,159779343
142082561,0,0,0,159778831
142083073,159777808,0,0,159778319
142083586,0,0,0,159777808
142084098,0,0,0,159777296
142084610,0,0,0,159645712
142085122,0,0,0,159646224
142085634,159647249,0,0,159646736
142086147,0,0,0,159647249
142086659,0,0,0,159647761
142086671,0,164102144,0,0
142087171,0,0,0,159648273
142087183,0,164102656,0,0
142087683,0,0,0,159648785
142087695,0,164103168,0,0
142088195,0,0,0,159649297
142088207,0,164103680,0,0
142088707,0,0,0,159649809
142088719,0,164104192,0,0
142089219,0,0,0,159650321
142089732,147587594,0,0,147587081
142090245,147588107,0,0,147587594
142090758,139461121,0,0,147588107
142090759,139461122,0,0,0
142090760,139461123,0,0,0
142090761,139461124,0,0,0
142090762,139461125,0,0,0
142090763,139461126,0,0,0
142090764,139461127,0,0,0
142090765,139461128,0,0,0
142090766,139461129,0,0,0
144441344,0,144441346,144573440,0
144441346,144442370,0,0,144441344
144441602,144442628,0,144573698,0
144442368,144443392,0,0,0
144442370,0,0,144441346,0
144442626,144443650,0,0,144442628
144442628,0,144442626,144441602,0
144443392,144444416,0,144442368,0
144443650,144444676,0,144442626,0
144444416,144574464,0,144443392,0
144444676,144445702,144443650,144443650,0
144445702,0,144444676,144444676,0
144573440,144441344,144573442,144574464,0
144573442,0,0,144574466,144573440
144573698,144441602,0,0,0
144574464,144573440,0,144444416,144575746
144574466,144573442,144575492,144575492,0
144575492,144574466,0,0,0
144575746,144574464,144574464,0,0
144703488,0,144703490,144835584,0
144703490,144704514,0,0,144703488
144703746,144704772,0,144835842,0
144704512,144705536,0,0,0
144704514,0,0,144703490,0
144704770,0,0,0,144704772
144704772,0,144704770,144703746,0
144705536,144706560,0,144704512,144705794
144705794,144706820,144705536,0,0
144706560,144836608,0,144705536,0
144706820,144707846,144705794,144705794,0
144707846,0,144706820,144706820,0
144835584,144703488,144835586,144836608,0
144835586,0,144835842,144836610,144835584
144835842,144703746,0,0,144835586
144836608,144835584,0,144706560,144837890
144836610,144835586,144837636,144837636,0
144837636,144836610,0,0,0
144837890,144836608,144836608,0,0
144965632,144966656,144965634,145097728,0
144965634,144966658,144965890,0,144965632
144965890,0,0,145097986,144965634
144966656,0,144966658,144965632,0
144966658,0,0,144965634,144966656
144966914,144967938,0,0,144966916
144966916,0,144966914,0,0
144967680,144968704,0,0,0
144967938,0,0,144966914,0
144968704,145098752,0,144967680,0
144968964,144969990,0,0,0
144969990,0,144968964,144968964,0
145097728,144965632,0,145098752,0
145097730,0,145097986,145098754,0
145097986,144965890,0,0,145097730
145098752,145097728,145098754,144968704,0
145098754,145097730,145099780,145099780,145098752
145099780,145098754,0,0,0
145100034,145098752,145098752,0,0
145228291,0,145228545,145228545,0
145228295,0,0,145228299,0
145228299,145228295,0,145229323,0
145228303,0,0,145229323,0
145228545,144966656,144966656,144965632,0
145229315,0,145228545,145228545,0
145229319,0,0,145098752,0
145229323,145229319,0,0,0
145229569,0,144966658,144966658,0
145489920,0,144704514,144704514,0
145491968,144704512,0,0,0
145752577,0,144442370,144442370,0
145753601,144442368,144442368,0,0
145754625,0,144441344,144441344,0
146014208,0,144703488,144703488,0
146014466,0,146014208,146014208,0
146015490,0,146014208,146014208,0
146146562,0,146014208,146014208,0
146147328,146014208,146014208,0,0
146672898,146672640,146672640,0,0
146676736,103549440,103549440,0,0
146800640,146801664,0,81789954,81789954
146800898,0,146800640,146800640,0
146801664,146802688,0,146800640,146800640
146801922,0,146800898,146800898,0
146802688,0,0,146801664,146801664
147062784,192939014,192939014,0,0
147062786,0,192416772,192416772,0
147063808,0,192677888,192677888,0
147063810,192545798,192545798,0,0
147325952,147326976,147324928,147324928,0
147326976,0,147325952,147325952,0
147587072,0,0,159650313,158991365
147587073,0,0,159650314,0
147587074,0,0,159650315,0
147587075,0,0,159650316,0
147587076,0,0,159650317,0
147587077,0,0,159650318,0
147587078,0,0,159650319,0
147587079,0,0,159650320,0
147587080,0,0,159650321,0
147587081,0,142089732,0,0
147587584,0,0,0,158990853
147587594,0,142090245,142089732,0
147588096,0,0,0,158859269
147588107,0,142090758,142090245,0
147588608,0,0,0,158859781
147588619,0,139461121,0,0
147589120,0,0,0,158860293
147589131,0,139461633,0,0
147589643,0,139462145,0,0
147590144,0,0,0,158861317
147590155,0,139462657,0,0
147590656,155975683,0,0,158861829
147590657,155975684,0,0,0
147590658,155975685,0,0,0
147590659,155975686,0,0,0
147590660,155975687,0,0,0
147590661,155975688,0,0,0
147590662,155975689,0,0,0
147590663,155975690,0,0,0
147590664,155975691,0,0,0
147590665,155975692,0,0,0
147590666,155975693,0,0,0
147590667,155975694,139463169,0,0
147849222,0,75500805,75500294,0
147849475,0,0,0,165151760
147849736,0,75501315,75500804,0
147849987,0,0,0,165152272
147850249,0,75501826,0,0
147850499,0,0,0,165152784
147850763,0,73403140,0,0
147851011,0,0,0,165153296
147851523,0,0,0,165153808
147852035,0,0,0,165154320
147852547,0,0,0,165154832
147853059,0,0,0,165155344
147853317,0,185860096,0,0
147853571,0,0,0,165155856
147854083,0,0,0,165156368
147854336,189661710,0,0,0
147854337,190840832,0,0,0
147854338,190840833,0,0,0
147854339,190840834,0,0,0
147854340,190840835,0,0,0
147854341,190840836,190972421,0,0
147854593,189661709,0,0,0
147854594,189661708,0,0,0
147854595,189661707,0,0,165156880
147981059,0,0,0,165151248
147981571,0,0,0,165150736
147981824,0,0,164365333,0
147981825,0,0,164365334,0
147982081,0,0,164365332,0
147982082,0,0,164365331,0
147982083,0,0,164365330,165282320
148636161,148637185,0,0,0
148637185,148638209,148637187,148636161,0
148637187,148637185,0,0,0
148638209,0,0,148637185,0
149422080,147849218,147849218,0,0
150213636,150214660,0,0,0
150214660,0,0,150213636,0
154141441,0,154272513,154272513,0
154142211,149428224,149428224,0,0
154142465,0,154141441,154141441,0
154143489,0,0,154142465,0
154272513,154141441,0,0,154141441
155975680,0,0,158861827,0
155975681,0,0,158861828,0
155975682,0,0,158861829,0
155975683,0,0,147590656,0
155975684,0,0,147590657,0
155975685,0,0,147590658,0
155975686,0,0,147590659,0
155975687,0,0,147590660,0
155975688,0,0,147590661,0
155975689,0,0,147590662,0
155975690,0,0,147590663,0
155975691,0,0,147590664,0
155975692,0,0,147590665,0
155975693,0,0,147590666,0
155975694,0,139463681,147590667,0
155976205,132121089,0,0,0
155976206,132121090,139464193,0,0
155976704,0,0,0,158336002
155976716,0,132121089,0,0
155977220,128059909,0,0,0
155977221,128059910,0,0,0
155977222,128059911,0,0,0
155977223,128059912,0,0,0
155977224,128059913,0,0,0
155977225,128059914,0,0,0
155977226,128059915,0,0,0
155977227,128059916,0,0,0
155977228,128059917,132121601,0,0
155977728,128059393,0,0,0
155977729,128059394,0,0,0
155977730,128059395,0,0,0
155977731,128059396,128059909,0,0
156237824,0,0,132123139,128058383
156237825,0,0,132123140,0
156237826,0,0,132123141,0
156237832,0,0,165154561,0
156237833,0,0,165154304,0
156237834,0,0,165154305,0
156237835,0,165154819,165154306,0
156238336,0,0,0,128057871
156238347,0,165155331,0,0
156238848,0,0,0,127926287
156238859,0,165155843,0,0
156239360,0,0,0,127926799
156239367,126092040,0,0,0
156239368,126092039,0,0,0
156239369,126092038,0,0,0
156239370,126092037,0,0,0
156239371,126092036,126091523,0,0
156239872,0,0,0,127927311
156239878,0,126092040,0,0
156240384,0,0,0,127927823
156240390,0,126092552,0,0
156240896,0,0,0,127928335
156240902,0,126093064,0,0
156241408,0,0,0,127928847
156241414,0,126093576,0,0
156241920,0,0,0,127929359
156241926,0,126094088,0,0
156242432,0,0,0,127929871
156242438,0,126094600,0,0
156501510,0,0,0,156894216
156502786,0,156893697,0,0
157810688,156500992,156500992,0,0
157810690,0,0,156500994,0
157811714,0,0,156500994,0
158072832,0,156502274,0,0
158073856,158072832,158074880,0,0
158074880,0,158075904,0,158073856
158075904,0,0,0,158074880
158076928,0,158075904,158077952,0
158077952,158076928,158078976,158078976,0
158078210,0,158077952,158077952,0
158078976,158077952,0,0,0
158334977,0,0,158861825,0
158334978,0,0,158861826,0
158336002,0,155976704,0,0
158859269,0,147588096,0,0
158859781,0,147588608,0,0
158860293,0,147589120,0,0
158861317,0,147590144,0,0
158861825,158334977,0,0,0
158861826,158334978,0,0,0
158861827,155975680,0,0,0
158861828,155975681,0,0,0
158861829,155975682,147590656,0,0
158990848,0,0,0,159651330
158990853,0,147587584,0,0
158991360,0,0,159650307,159650818
