mapId,posX,posY,subAreaId,outdoor,name
166988806,0,0,493,True,Blop Fields - Third Room
172229125,-31,34,280,True,
172360713,-34,38,280,True,
172235270,-19,35,280,True,
162051,-60,-3,457,True,
131860996,-8,-5,822,False,
75501825,-12,-4,231,True,
75497732,-20,-7,231,True,
151825,-40,-17,209,True,
185993216,0,0,480,True,
99746310,23,-4,161,True,
236453891,0,0,1045,True,
227278850,34,-63,1027,False,
104990211,0,0,277,True,
24118795,-52,17,464,True,
147850761,-11,-6,169,True,
97256967,-3,9,1034,True,Tirith Mine
97388033,0,0,29,True,
97255957,-3,-4,29,True,
156894727,32,11,93,True,
54792716,9,12,600,False,
183501830,-72,-79,892,True,
163082,-62,-10,471,True,
198446082,-82,-16,917,True,
198445314,-83,-18,917,True,
183500812,-74,-76,892,True,
183500814,-74,-75,892,True,
158861828,-16,-58,59,True,
237771815,0,0,904,False,
237776909,0,0,904,False,
237776922,0,0,904,False,
237765686,0,0,904,False,
189530631,-1,-22,97,True,
237899795,0,0,904,True,
237774856,0,0,904,True,
237768764,0,0,904,True,
237774902,0,0,904,False,
237773878,0,0,904,False,
237769780,0,0,904,False,
139461634,-19,-43,521,True,
237896723,0,0,904,True,
142083073,-36,-49,68,True,
183767040,-3,-4,2,False,Sacrier Temple
147853826,-5,-13,33,True,
63442689,0,0,501,True,
183767059,0,0,2,True,Sacrier Temple
183763970,7,1,485,False,Eniripsa Temple
218630150,0,0,1013,True,White Rat's Pantry - Third Room
186385924,-47,-80,897,True,
153363,-43,-19,209,True,
153878785,0,-1,442,True,
68556806,0,0,180,True,
155151,-47,15,466,True,
155668,-48,20,453,True,
215878406,0,0,980,True,
155661,-48,13,453,True,
153601,-44,1,451,True,
134225924,10,4,827,True,
166988802,-7,-43,493,False,Blop Fields - Royal Coco Blop Room
183767050,-3,-4,2,False,Sacrier Temple
147854336,-4,-15,169,True,
172754944,-15,22,517,True,
147981827,-17,-12,169,True,
56886019,0,0,604,True,
75498244,-19,-7,231,True,
159768,-56,24,453,True,
131859969,-8,-4,822,True,
215744512,-22,33,980,False,
134914,-7,-2,232,True,
75501568,-12,-3,231,True,
160780,-58,12,453,True,
185861637,-3,-4,2,True,
230169093,-13,-29,1123,False,A29 - Xelorium (Teams)
142088709,-25,-45,68,True,
173017602,-25,18,57,True,
230163975,-13,-29,1123,False,A25 - Kolossium (Duel)
142083076,-36,-46,68,True,
142089740,-23,-38,68,True,
173937669,0,0,873,True,Pikantina
84410371,-6,27,23,True,
183767042,-3,-4,2,False,Sacrier Temple
183763984,3,1,10,False,Forge of the Clock
56099844,0,0,618,True,Royal Pingwin's Excavation - Second Room
63439105,-46,-70,501,True,
147852034,-9,-17,33,True,
186393088,0,0,897,True,
142088711,-25,-43,68,True,
173017093,-26,21,57,True,
142089742,-23,-36,68,True,
172754443,-16,33,517,True,
76415495,-56,41,764,True,Billabone Cemetery
76422659,0,0,765,True,
83103236,9,16,7,True,
147849728,-13,-15,168,True,
237910048,0,0,904,True,
237767732,0,0,904,False,
237774908,0,0,904,True,
237779002,0,0,904,True,
142087183,-28,-35,68,True,
237771821,0,0,904,True,
158993416,0,0,59,True,
237775887,0,0,904,False,
147851777,-9,-14,168,True,
57017865,-56,-76,609,True,Charhole Cavern
230162963,-13,-29,1123,False,A54 - Chaos Clock (Duel)
230171143,-13,-29,1123,False,A30 - Last Hope (Duel)
82314498,10,14,6,True,
190581761,9,-13,173,True,
83101196,10,15,39,True,
230174209,-13,-29,1123,False,A22 - Freezammer (Teams)
193725440,13,-28,336,False,Sandy Castle - First Room
172756998,-11,28,517,True,
57022981,0,0,604,True,
217062408,-30,-59,973,False,
230173195,-13,-29,1123,False,A45 - Albuera (Duel)
217055496,-35,-61,1112,True,
142088719,-25,-35,68,True,
83232260,0,0,7,True,
83104260,11,17,7,True,
63964929,-53,19,455,True,
158336001,-13,-61,55,True,
83232256,0,0,7,True,
126878467,0,0,1036,True,
76287492,-48,38,766,True,
139464194,-14,-43,521,True,
139463685,-15,-40,521,True,
237903917,0,0,904,True,
172757510,-10,28,517,True,
241439749,0,0,536,True,
189531143,0,-22,97,True,
183768068,-4,0,480,False,Sram Temple
189530636,-1,-17,97,True,
173017601,-25,17,57,True,
212862469,-25,38,978,True,
173016076,-28,28,57,True,
214962179,43,-59,969,True,
83103238,9,15,7,True,
207095298,39,-45,955,True,
158335490,-14,-60,55,True,
205785088,-15,14,94,False,Bworker's Cave
108006406,-70,-86,788,True,
205784072,11,28,77,False,The Jellith Dimension - Royal Strawberry Jelly
205916178,6,13,814,False,Shadow's Pyramid
205786120,-63,-75,752,False,Bearbarian Antichamber
205784088,-53,-84,791,False,Sylargh's Carrier
165152256,-13,-35,54,True,
190056455,12,-22,335,True,
205785096,11,28,77,False,The Jellith Dimension - Royal Mint Jelly
155976206,-14,-45,69,True,
205788176,-72,-83,620,False,The Obsidemon's Hypogeum
189268481,0,0,951,True,Pandala Bridge
171835908,-29,-7,522,True,
182454272,-10,22,803,False,Cursed Araknas Temple - Second Room
85461507,-21,-5,231,False,
154646,-46,22,466,True,
137227,-12,11,253,True,
215878412,0,0,980,True,
161540,-59,-4,457,True,
158466,-53,-2,453,True,
131863044,-8,-5,822,False,
155670,-48,22,466,True,
1541,0,0,31,True,
215876872,-22,33,980,False,
153886720,0,0,443,True,
68423176,14,1,1,True,
161089540,0,0,856,True,
157702,-52,6,453,True,
161282,-59,2,453,True,
131858945,-8,-4,822,True,
68422151,12,0,1,True,
232654341,0,0,481,True,
106169344,0,-8,2,False,The Guild Temple
160433152,-9,-22,854,False,Ivorine Room
117704211,21,26,805,True,Sunktuary - Undertow Rooms
95161857,7,1,180,False,
95159811,3,3,180,False,
117707793,22,32,806,True,Sunktuary - Abyss Rooms
165282831,-18,-20,54,True,
81527303,0,-4,20663,False,Orbalantyr Room
114298371,-32,-8,62,False,
106168320,0,-8,2,False,The Guild Temple
160432128,-9,-22,854,False,Catseye Challenge - Exit
96211978,0,0,201,True,Tofu House
96207882,0,0,201,True,Tofu House - Second Room
170133514,23,27,860,False,
213910032,-34,-58,976,False,
66061570,-32,-90,320,True,
201065473,-33,31,924,True,
63700992,-18,14,275,True,Shedblood Shaft
149426180,0,0,781,True,Soft Oak Clearing - Fourth Room
198184964,0,0,314,True,
201198597,0,0,922,True,Valdi's Nightmare
213910026,-34,-58,976,False,
201065476,-3,8,922,True,Valdi's Nightmare
213910278,-34,-58,976,False,
198180868,-6,28,314,True,
213909518,-34,-58,976,False,
201068546,11,-66,922,True,Cursed One's Nightmare
213909512,-34,-58,976,False,
201590784,4,0,926,True,
54528023,4,23,601,False,
133433344,-1,-42,56,True,
54528025,4,25,601,False,
173670914,12,-63,873,True,
240386566,19,22,1119,True,
150211588,-4,-12,169,True,
154131,-45,19,466,True,
160267,-57,11,454,True,
156894210,33,6,93,True,
25952256,-15,-32,54,False,
54531089,-81,-44,601,False,
59510790,-76,-73,622,True,Snowfoux Caverns
49024000,2,21,170,False,
150208514,-4,-12,169,False,
235146497,5,11,1042,True,
91750917,7,25,32,False,
209192708,22,-36,945,True,
213910016,-34,-58,976,False,
188746247,6,-15,95,True,
198181377,-5,25,314,True,
91750915,21,12,1048,False,
198184960,0,0,314,True,
91751941,16,25,32,False,
196347394,0,0,910,True,
14421253,-13,-22,76,True,
66060548,-34,-92,758,True,
75760131,-51,41,767,True,
75767299,0,0,769,True,
14421251,-13,-21,76,True,
75766279,0,0,768,True,
189925385,0,0,98,True,
110100486,-52,-87,791,True,Sylargh's Carrier - First Room
240386052,18,20,1119,True,
240387589,21,21,1119,True,
156898816,0,0,1036,True,
104595971,-5,10,284,False,Bwork Dungeon - Fourth Room
169345031,0,0,871,True,Koutoulou's Temple - First Room
60035080,-76,-65,605,True,
59508996,-78,-77,622,True,Snowfoux Caverns
60040197,0,0,605,True,
59513856,-75,-75,621,False,Snowfoux Den - Third Room
240387079,20,23,1119,True,
49020928,0,0,170,True,
173541378,17,-63,873,True,
154010885,-2,-5,20663,True,
59506688,-80,-75,622,True,Snowfoux Caverns
198184966,0,0,314,True,
149425156,0,0,781,True,Soft Oak Clearing - Third Room
91750919,21,13,1048,False,
209192198,21,-38,945,True,
63702016,-18,14,275,True,Shedblood Shaft
198180867,-6,27,314,True,
201198596,0,0,922,True,Valdi's Nightmare
91750925,14,28,32,False,
75762689,-55,36,768,True,
101192704,-1,22,784,False,Al Howin's Vegetable Patch - Vegetable Patch
164365827,-17,-33,525,True,
88086277,12,18,103,True,
75760641,-50,39,767,True,
144839680,0,0,837,True,
235407360,0,0,1043,True,
138250,-14,10,253,True,
135397893,4,9,828,True,
135401217,0,0,828,True,
110890503,-59,-70,785,True,
145097728,2,6,836,True,
135268097,6,6,828,True,
110102530,-52,-87,791,False,Sylargh's Carrier - Exit
151826,-40,-18,209,True,
110892036,-58,-72,785,True,
240518148,16,20,1119,True,
59512832,-75,-75,621,False,Snowfoux Den - Second Room
135682,-9,2,233,True,
159650311,-24,-58,43,True,
59516420,0,0,621,True,Snowfoux Den - Path to the Petrified Forest
110103552,-52,-87,791,False,Sylargh's Carrier - Third Room
240386055,18,23,1119,True,
209192707,22,-35,945,True,
132121089,-13,-46,523,True,
91755521,0,0,32,True,
201588745,0,0,926,True,
198181378,-5,26,314,True,
91750921,13,24,32,False,
91752975,19,23,32,False,
201197572,0,0,922,True,Valdi's Nightmare
238299650,20,16,1128,True,
88213773,-3,10,480,True,
75769347,0,0,771,True,
75761160,-51,39,769,True,
164364824,-19,-12,525,True,
75769353,0,0,771,True,
235405825,12,5,1043,True,
139462658,-17,-43,521,True,
237767706,0,0,904,False,
189530627,-1,-26,97,True,
200015872,-5,25,316,True,
237899810,0,0,904,True,
237790208,0,0,904,False,
237908000,0,0,904,True,
115083779,5,3,797,True,Assembly Hall
238298892,20,10,1130,True,
75767305,0,0,769,True,
164495892,-21,-16,525,True,
66060288,-34,-88,757,True,
88082949,6,28,490,True,
66197764,0,0,757,True,
66061573,-32,-93,320,True,
54163279,-59,-79,609,True,
54161745,-56,-81,609,True,
54169908,-72,-52,615,True,
54162748,-58,-60,604,True,
156238849,-6,-43,56,True,
54166326,-65,-54,615,True,
54169894,-72,-38,601,True,
54161217,-55,-65,604,True,
54159657,-52,-41,651,True,
54176043,-84,-43,601,True,
54165323,-63,-75,611,True,
54168367,-69,-47,604,True,
54163251,-59,-51,604,True,
54170405,-73,-37,601,True,
54165297,-63,-49,604,True,
54167364,-67,-68,608,True,
156239362,-5,-42,56,True,
54168380,-69,-60,604,True,
173277700,14,-56,874,True,
54162247,-57,-71,609,True,
54181197,0,0,606,True,
126095639,3,-52,519,True,
54160169,-53,-41,651,True,
54163765,-60,-53,604,True,
54168368,-69,-48,604,True,
126224149,-8,-50,519,True,
54168374,-69,-54,604,True,
173278211,15,-57,874,True,
54154582,0,0,611,True,
117440512,15,14,801,True,
173279744,18,-60,872,True,
229900288,0,6,482,False,Sidekick Inn
126094617,1,-54,809,True,
54173481,-79,-41,601,True,
115737097,28,-13,162,False,Gwimace Island - Lenald Temple
126092059,-4,-56,519,True,
54167346,-67,-50,615,True,
54162751,-58,-63,604,True,
169216010,0,0,861,True,
54172973,-78,-45,601,True,
169082892,22,32,862,True,
169084940,24,32,862,True,
54163257,-59,-57,615,True,
54163253,-59,-53,604,True,
161220614,1,-5,855,True,
204999680,23,-23,941,True,
54166358,-65,-86,610,True,
111674368,-64,-55,615,False,
54172970,-78,-42,601,True,
161219586,0,-7,855,True,
231998724,0,0,453,True,
156240900,-2,-40,56,True,
120592897,2,-34,30,False,
204997121,18,-22,941,True,
229901572,0,6,482,False,Sidekick Inn
120588805,-2,-31,30,False,
109577735,-59,-74,790,True,Nileza's Laboratory - Second Room
161218562,-1,-7,855,True,
201327618,2,2,928,True,
120591877,1,-34,30,False,
169084928,24,26,860,True,
54170925,-74,-45,602,True,
156242434,1,-42,56,True,
54170415,-73,-47,602,True,
54167851,-68,-43,602,True,
90706177,18,24,32,True,
54166826,-66,-42,602,True,
54161216,-55,-64,604,True,
54172497,-77,-81,606,True,
201326595,0,3,928,True,Renewal Clearing
54176549,-85,-37,602,True,
147587072,-23,-56,70,True,
173279233,17,-59,872,True,
231999746,0,0,1036,True,
54179145,0,0,603,True,
54160170,-53,-42,652,True,
54161730,-56,-66,604,True,
116919296,25,-13,164,False,
233313282,0,0,885,True,16 - Srambad (Duel)
239606279,-5,10,1061,False,
111281414,-61,-81,795,True,
239608858,-72,-77,1102,False,
90703363,13,28,32,True,
204999168,22,-23,941,True,
239601175,-2,-3,1088,False,
56624128,-65,-21,625,False,
147590659,-16,-53,70,True,
239603732,-61,-79,1081,False,
239602708,-61,-79,1081,False,
171185154,0,0,69,True,Cra's Judgement
201329666,4,2,928,False,
239616026,19,26,1101,False,
116918278,22,-12,163,False,
239618586,-72,-77,1103,False,
171180036,-72,-83,620,False,
166463751,-20,-34,525,True,
116916236,24,-7,161,False,
68552449,4,-8,180,True,
156894215,33,11,93,True,
156695,-50,23,453,True,
41947137,0,0,480,True,
135171,-8,3,233,True,
34475268,-40,-15,319,False,The Labyrinth of the Minotoror - Eleventh Room
160274,-57,18,454,True,
140810,-19,10,253,True,
157195,-51,11,454,True,
142852,0,0,253,True,
68421639,11,0,1,True,
159747,-56,3,454,True,
175115523,0,0,879,True,
68551683,5,-4,180,True,
157187,-51,3,453,True,
221643780,-7,17,1019,True,
184945665,0,0,61,True,
41947395,0,0,480,True,
160769,-58,1,453,True,
155146,-47,10,453,True,
68556802,0,0,180,True,
160008,0,0,457,True,
175114242,5,-74,879,False,
135687,-9,7,233,True,
34344194,0,0,319,True,
184811521,5,8,828,False,
13,0,0,233,True,
41947139,0,0,480,True,
153621,-44,21,466,True,
175112194,6,-70,878,False,Verdant Plateau
68422152,12,1,1,True,
106430470,0,0,913,True,
240387078,20,22,1119,True,
166725120,-18,-33,525,False,
135425,-8,-1,232,True,
159650315,-24,-54,43,True,
160789,-58,21,453,True,
110898689,0,0,785,True,
162058,-60,-10,471,True,
158720,-54,0,453,True,
59515396,0,0,621,True,Snowfoux Den - Second Room
149777,0,0,209,True,
166855426,-21,-18,541,False,
144971780,0,0,836,True,
60035590,-75,-67,605,True,
139461638,-19,-39,521,True,
110890500,-59,-71,785,True,
94110726,0,0,297,True,Scaraleaf Dungeon - Entrance
169350144,27,26,871,False,Koutoulou's Temple - Exit
110893569,-57,-73,785,True,
158208,-53,0,453,True,
166725378,0,0,541,True,
57937665,-52,-45,653,False,Sakai Mine Dungeon - Fourth Room
60033540,-79,-69,605,True,
164103181,-27,-21,525,True,
94109696,1,26,297,False,Scaraleaf Dungeon - Entrance
135175,-8,7,233,True,
161613066,0,0,1036,True,
60035587,-75,-70,605,True,
135685,-9,5,233,True,
72618500,-1,34,11,True,
59511042,-76,-76,622,True,Snowfoux Caverns
119277065,0,0,807,True,Aquadome
179831808,-14,25,517,True,
232001796,0,0,1036,True,
233319426,0,0,885,True,22 - Freezammer (Duel)
168558604,25,32,868,True,
147720192,0,0,70,True,
136315650,-39,-11,210,False,Dofus Room
182977028,-30,18,896,True,
168558596,25,28,866,True,
218104834,2,2,970,False,
178783236,-24,22,57,False,Canem Cave
156894211,33,7,93,True,
84545281,0,0,315,True,
233317384,0,0,1122,True,44 - Ephedrya (Teams)
218104836,2,4,970,False,
138249,-14,9,253,True,
233310210,0,0,885,True,13 - Sufokia (Duel)
60034056,-78,-65,605,True,
233319434,0,0,885,True,46 - Tales (Duel)
159649794,-25,-63,43,True,
159649297,-26,-48,43,True,
168559622,26,29,867,True,
208146438,0,0,947,True,Valley of the Lady of the Water - Exit
119276041,0,0,807,True,Aquadome - Periscope Room
119276035,21,18,807,False,Aquadome - Periscope Room
112461064,-58,-85,789,True,
22546948,0,0,461,True,
168559616,26,26,866,True,
240387588,21,20,1119,True,
119277059,21,18,807,False,Aquadome - Treasure Room
208144390,0,0,947,True,Valley of the Lady of the Water - Third Room
107224068,0,0,1036,True,
113771008,-13,-29,750,True,
161539,-59,-3,457,True,
149779,0,0,209,True,
34344198,0,0,319,True,
68551169,6,-6,180,True,
161537,-59,-1,457,True,
154640,-46,16,466,True,
113772289,-13,-29,750,True,Rest hall
134401,-6,-1,232,True,
34343936,0,0,319,True,
221511688,-5,23,1019,True,
135937,-9,-1,232,True,
22808576,-51,9,470,False,Bherb's Gully - First Room
136449,-10,-1,232,True,
158216,-53,8,454,True,
237777935,0,0,904,False,
164102156,-29,-22,525,True,
97257989,-3,9,29,True,Tirith Mine
207621379,0,0,951,True,Pandissident Lair
207620104,21,-33,945,False,
240910336,-6,-2,232,False,
97256975,-2,-5,29,False,Korussant Mine
211294212,12,4,922,True,Pandalucian Dream
74974727,-51,41,771,False,Tourist Room
211288064,17,-29,951,False,
139462149,-18,-40,521,True,
222300164,0,0,1017,True,
222298112,0,21,1017,True,
207618056,21,-33,945,False,
128058370,-8,-58,518,True,
75499778,-16,-5,231,True,
127929869,1,-47,518,True,
75498762,-18,-13,231,True,
140777472,-85,-59,835,False,Belly of the Whale - Exit
128057858,-7,-58,518,True,
113511937,-13,-29,750,True,Ten Year Tournament - 1C
162004992,7,-3,853,False,Ush's Plateau
126618624,-5,-58,519,False,
128059402,-10,-50,518,True,
164102659,-28,-31,525,True,
142086669,-29,-37,68,True,
172231181,-27,42,886,True,
113510401,-13,-29,750,True,Ten Year Tournament - 1B
104863233,-3,12,277,False,
24119823,-53,16,464,False,
121374211,2,-34,82,False,Royal Gobball's Court - Fifth Room
147852803,-7,-12,33,True,
113508868,-13,-29,750,True,Ten Year Tournament - 1D
162004996,0,0,853,True,
24118786,-52,16,464,True,
104860165,-6,6,8,False,
208408576,14,-32,949,False,Fouxwork Factory - Fifth Room
237768751,0,0,904,True,
164103169,-27,-33,525,True,
185337856,-15,37,61,False,Forgotten Crypt
209455108,25,-34,942,False,Abandoned Temple
189531650,1,-27,97,True,
87556100,0,4,469,False,
104991233,0,0,8,True,
126619908,0,0,59,True,
185335808,-15,37,61,False,Forgotten Crypt
59509764,-77,-73,622,True,Snowfoux Caverns
150210568,0,0,1036,True,
150214660,-4,-12,169,True,
185863170,0,-7,2,True,
240386564,19,20,1119,True,
160790,-58,22,453,True,
240390146,0,0,1119,True,
110887428,-61,-69,785,True,
160783,-58,15,453,True,
135267841,6,7,828,True,
133433346,-1,-42,56,True,
169349127,0,0,871,True,Koutoulou's Temple
144966914,4,5,836,True,
240386053,18,21,1119,True,
59511046,-76,-77,622,True,Snowfoux Caverns
59508736,-78,-75,622,True,Snowfoux Caverns
139461637,-19,-40,521,True,
160960771,7,-3,853,False,
68421124,10,-3,1,True,
158077952,33,3,167,True,
185861635,-3,-6,2,True,
185863172,0,-5,2,True,
160957442,2,2,856,True,
68557058,0,0,180,True,
172231695,-26,44,886,True,
154010370,-1,-2,442,True,
210503174,1,-2,956,True,
160957443,2,3,856,True,
172234767,0,0,886,True,
197396486,0,0,914,True,The Crunchery - Third Room
121375233,2,-34,82,False,Royal Gobball's Court - Third Room
237777926,0,0,904,True,
237769741,0,0,904,False,
237765684,0,0,904,False,
237774850,0,0,904,False,
237793332,0,0,904,False,
237785148,0,0,904,True,
142087695,-27,-35,68,True,
237909037,0,0,904,True,
237777933,0,0,904,False,
115083777,13,35,797,True,
158861825,-16,-61,59,True,
237764634,0,0,904,False,
237773826,0,0,904,False,
237773843,0,0,904,True,
237770812,0,0,904,True,
142086670,-29,-36,68,True,
237768712,0,0,904,True,
142087174,-28,-44,68,True,
237778952,0,0,904,True,
237771810,0,0,904,True,
158860805,-18,-57,59,True,
237770771,0,0,904,True,
237765692,0,0,904,True,
237775898,0,0,904,False,
237898758,0,0,904,True,
139463687,-15,-38,521,True,
142088714,-25,-40,68,True,
237770797,0,0,904,True,
237774900,0,0,904,False,
237770804,0,0,904,False,
237785639,0,0,904,False,
172756995,-11,25,517,True,
218632198,0,0,1013,True,White Rat's Pantry - Fifth Room
63570689,-47,-70,501,True,
142088713,-25,-41,68,True,
134222082,6,1,827,True,
186384904,-48,-78,897,True,Depths of the Antinau Sea
147850498,-12,-17,33,True,
148115973,-9,-5,169,False,
147851786,-9,-5,169,True,
137370624,7,2,827,False,
183763972,7,1,485,False,Eniripsa Temple
183764996,12,5,179,False,Feca Temple
136052736,5,1,829,True,
183764998,12,5,179,False,Feca Temple
172755456,-14,22,517,True,
183768078,-1,9,480,False,Sadida Temple
134228228,0,0,1036,True,
218631174,0,0,1013,True,White Rat's Pantry - Fourth Room
183768323,0,0,480,True,Sram Temple
142083595,-35,-39,68,True,
142085125,-32,-45,68,True,
183769092,4,-2,479,False,Pandawa Temple
200804358,0,0,923,False,
136052998,5,-2,829,True,
183768072,-1,9,480,False,Sadida Temple
147851776,-9,-15,168,True,
183762948,8,2,485,False,Osamodas Temple
169869314,0,0,869,True,Captain Meno's Ship - First Room
136052994,5,0,829,True,
137367552,5,2,827,False,
137371395,0,0,1036,True,
142083594,-35,-40,68,True,
230166021,-13,-29,1123,False,A27 - Kwismas (Teams)
217058314,-35,-60,976,False,
57019913,0,0,609,True,
217062404,-30,-52,973,False,
230165007,-13,-29,1123,False,A49 - Koalaks (Duel)
193727488,13,-28,336,False,Sandy Castle - Third Room
217058310,-33,-55,973,False,
147851523,-10,-18,169,True,
57017863,-51,-44,652,True,Notchors Mine
57016841,-56,-76,609,True,Charhole Cavern
172753921,-17,23,517,True,
147850249,-12,-6,169,True,
56890883,-71,-83,610,False,
224791303,0,0,1029,True,
230166025,-13,-29,1123,False,A38 - Wukin (Teams)
217056258,-36,-58,976,False,
156500482,30,8,165,True,
195303940,0,0,43,True,Grougalorasalar's Tears
230175243,-13,-29,1123,False,A52 - Gargandyas (Duel)
172756994,-11,24,517,True,
142084617,-33,-41,68,True,
98828803,1,3,10,False,
173018628,-23,20,57,True,
217061382,-31,-52,973,False,
217059341,0,0,1036,True,
217055240,-34,-58,976,False,
230168065,-13,-29,1123,False,A16 - Srambad (Teams)
217058312,-30,-52,973,False,
230172163,-13,-29,1123,False,A20 - Ohwymi (Duel)
230172161,-13,-29,1123,False,A20 - Ohwymi (Teams)
223479562,35,-83,1026,True,
142085643,-31,-39,68,True,
173021191,0,0,57,True,
147853314,-6,-13,33,True,
223347976,37,-81,1026,True,
142090253,-22,-37,68,True,
156500480,30,6,165,True,
56886784,-78,-77,606,False,
217060356,-28,-55,973,False,
172886020,0,0,517,True,
224658181,26,-86,1029,True,
217059332,-32,-53,973,False,
230169095,-13,-29,1123,False,A29 - Xelorium (Duel)
56888832,-78,-78,606,False,
57016839,-50,-45,652,True,Sinus Mine
57020933,0,0,610,True,
147853317,-6,-10,169,True,
109054976,-63,-92,787,True,
20974338,-52,15,469,True,
76422665,0,0,765,True,
212861957,-26,38,982,True,
109056515,-62,-90,787,True,
145228303,1,6,836,True,
173016576,-27,16,57,True,
173016580,-27,20,57,True,
145229569,4,7,836,True,
20972548,-55,21,469,True,
173936386,13,-60,872,False,
173935104,16,-62,873,False,
212862981,-24,38,978,True,
173015555,-29,19,57,True,
56889856,-79,-78,606,False,
142088205,-26,-37,68,True,
56885763,-55,-64,604,True,Faultline Mine
156638209,0,0,167,True,
