protocol	opcode	direction	usage	source_file	source_line	source_context	audit_note	phase_hint	inventory_origin
Unknown	izn	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	218	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/izn"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	izn	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	219	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/izn"", ms.ToArray());"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	izu	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	izu	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	309	"case ""izu"": return (""World Loading"", ""Sync"", ""QuestStepProgress (Current quest progress)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	izu	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	61	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/izu"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Game	jaa	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	jav	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	485	"|| payloadStr.Contains(""type.ankama.com/jav"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jav	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	587	"|| payloadStr.Contains(""type.ankama.com/jav"")"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jaw	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	486	"|| payloadStr.Contains(""type.ankama.com/jaw""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jaw	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	588	"|| payloadStr.Contains(""type.ankama.com/jaw""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jaz	S2C/push	push	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	180	"ConnectionProtocol.Push(""jaz""));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	jba	S2C/push	push	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	165	"ConnectionProtocol.Push(""jba""));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	jbg	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	479	"else if (payloadStr.Contains(""type.ankama.com/jbg""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jbg	C2S/read	read	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	114	"byte[]? jbg = ConnectionProtocol.ReadPayload(payload, ""jbg"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	jbk	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	484	"else if (payloadStr.Contains(""type.ankama.com/jbk"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jbk	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	586	"else if (payloadStr.Contains(""type.ankama.com/jbk"")"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jbl	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	468	"else if (payloadStr.Contains(""type.ankama.com/jbl""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jbl	C2S/read	read	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	47	"byte[]? jbl = ConnectionProtocol.ReadPayload(payload, ""jbl"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	jbm	S2C/push	push	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	106	"ConnectionProtocol.Push(""jbm""));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	jbn	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	462	"else if (payloadStr.Contains(""type.ankama.com/jbn""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jbn	C2S/read	read	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	40	"if (ConnectionProtocol.ReadPayload(payload, ""jbn"") == null) return;"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	jbs	S2C/push	push	Jondo.Unity.Server/Handlers/LotteryHandler.cs	47	"ConnectionProtocol.Push(""jbs"", ConnectionProtocol.BuildLotteryResult(prize.Uid)));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	jbu	S2C/push	push	Jondo.Unity.Server/Handlers/MerkasakoHandler.cs	178	"ConnectionProtocol.Push(""jbu"", ConnectionProtocol.BuildHavenBagFurniture(pieces)));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	jbv	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	474	"else if (payloadStr.Contains(""type.ankama.com/jbv""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jbv	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	576	"else if (payloadStr.Contains(""type.ankama.com/jbv""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jct	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	828	"cleanPayload.Contains(""jct"") || cleanPayload.Contains(""jfc"") || cleanPayload.Contains(""kqk"") ||"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Unknown	jdj	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	jdj	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	278	"case ""jdj"": return (""World Loading"", ""Sync"", ""ServerDateMessage (Server date synchronization)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	jdj	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	13	public static readonly byte[] jdj = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	jdj	S2C/push	push	Jondo.Unity.Server/Network/GameNodeProxy.cs	619	"byte[] jdjBytes = NetworkEnvelope.ConvertHexStringToByteArray(""12-3A-12-2D-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-64-6A-12-16-12-14-32-30-32-36-2D-30-36-2D-33-30-54-30-35-3A-30-30-3A"	opcode escondido en cadena hex; la trama se escribe en el socket	Unclassified	audited-inventory
Game	jfc	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	828	"cleanPayload.Contains(""jct"") || cleanPayload.Contains(""jfc"") || cleanPayload.Contains(""kqk"") ||"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jfc	S2C/push	push	Jondo.Unity.Server/Handlers/MapLoadHandler.cs	250	"byte[] rawJfc = NetworkEnvelope.ConvertHexStringToByteArray(""0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-66-63"");"	opcode escondido en cadena hex; la trama se escribe en el socket	World/map	audited-inventory
Game	jgu	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	jgv	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	204	"bool isPing = shortType == ""kod"" || shortType == ""kns"" || shortType == ""kpc"" || shortType == ""jgv"";"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	jgv	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	827	"cleanPayload.Contains(""klo"") || cleanPayload.Contains(""kmt"") || cleanPayload.Contains(""jgv"") ||"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jhe	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	jhh	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	jhk	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	jjs	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Unknown	jnx	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	24	"Register(""jnx"", jnx.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	joa	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	25	"Register(""joa"", joa.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jog	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	26	"Register(""jog"", jog.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	joh	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	27	"Register(""joh"", joh.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	joh	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	joh	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	317	"case ""joh"": return (""World Loading"", ""Map"", ""CurrentMapMessage (Confirms the Map ID to load into the scene)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	joh	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	38	public static readonly byte[] joh = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Game	joh	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1135	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/joh"", johMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	joh	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4738	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/joh"", johRp.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	joh	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	68	"byte[] johPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joh"", johBytes);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	World/map	audited-inventory
Game	joh	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	161	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joh"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	joi	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	28	"public const string MapMovementRequest = ""joi"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joi	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	28	"Register(""joi"", joi.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joi	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	333	"case ""joi"": return (""In Game"", ""Character"", ""PlayerMovementRequest (Cell-by-cell movement request)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	joi	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	736	"else if (payloadStr.Contains(""type.ankama.com/joi""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Unknown	joi	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	833	"else if (payloadStr.Contains(""type.ankama.com/joi""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Unknown	joi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3926	"if (inner == null) inner = ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	joi	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	116	"byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	Current-source literal scan; semantic verification still required.	World/map	current-source
Unknown	joi	S2C/push	push	Jondo.Unity.Server/Handlers/MapLoadHandler.cs	25	"inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	Current-source literal scan; semantic verification still required.	World/map	current-source
Unknown	joi	C2S/read	read	Jondo.Unity.Server/Handlers/FightHandler.cs	3907	"if (inner == null) inner = ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	Fight	audited-inventory
Unknown	joi	C2S/read	read	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	115	"byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	World/map	audited-inventory
Unknown	joi	C2S/read	read	Jondo.Unity.Server/Handlers/MapLoadHandler.cs	24	"inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/joi"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	World/map	audited-inventory
Game	jol	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	29	"Register(""jol"", jol.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joo	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	29	"public const string MapMovementConfirm = ""joo"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joo	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	41	"public const string GameFightMovement = ""joo"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joo	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	30	"Register(""joo"", joo.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	joo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3442	"return BuildGameNodePacket(""type.ankama.com/joo"", jooMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	joo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3461	"return BuildGameNodePacket(""type.ankama.com/joo"", jooMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	joo	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	156	"byte[] jooPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joo"", jooBytes);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	World/map	audited-inventory
Unknown	joo	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	157	"byte[] jooPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joo"", jooBytes);"	Current-source literal scan; semantic verification still required.	World/map	current-source
Game	joq	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1130	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/joq"", Array.Empty<byte>()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	joq	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1134	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/joq"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	joq	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	191	"byte[] joqPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joq"", joqPayload);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	World/map	audited-inventory
Game	joq	S2C/push	push	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	192	"byte[] joqPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/joq"", joqPayload);"	Current-source literal scan; semantic verification still required.	World/map	current-source
Game	jos	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	31	"Register(""jos"", jos.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jos	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	335	"case ""jos"": return (""In Game"", ""Map"", ""MapChangeRequest (Request to cross the map boundary)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	jos	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	751	"else if (payloadStr.Contains(""type.ankama.com/jos""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jos	C2S/read	read	Jondo.Unity.Server/Handlers/MapChangeHandler.cs	15	"byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/jos"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	World/map	audited-inventory
Unknown	jox	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	37	"public const string GameFightTurnStartPlaying = ""jox"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	jox	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	889	"byte[] joxPacket = BuildGameNodePacket(""type.ankama.com/jox"", joxMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jox	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	893	"byte[] joxPacket = BuildGameNodePacket(""type.ankama.com/jox"", joxMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	jox	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	914	"byte[] joxPacket = BuildGameNodePacket(""type.ankama.com/jox"", joxMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jox	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	918	"byte[] joxPacket = BuildGameNodePacket(""type.ankama.com/jox"", joxMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jpb	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	32	"Register(""jpb"", jpb.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	jpf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4159	"return BuildGameNodePacket(""type.ankama.com/jpf"", jpfMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jpf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4183	"return BuildGameNodePacket(""type.ankama.com/jpf"", jpfMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jpg	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	33	"Register(""jpg"", jpg.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jpj	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	34	"Register(""jpj"", jpj.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	jpp	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	35	"Register(""jpp"", jpp.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	jpp	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	334	"case ""jpp"": return (""In Game"", ""Character"", ""PlayerMovementConfirm (Confirms the destination cell was reached)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	jpp	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	755	"else if (payloadStr.Contains(""type.ankama.com/jpp""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Unknown	jpp	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	852	"else if (payloadStr.Contains(""type.ankama.com/jpp""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jps	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	36	"Register(""jps"", jps.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jpv	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	37	"Register(""jpv"", jpv.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jpv	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	jpv	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	330	"case ""jpv"": return (""In Game"", ""Character"", ""MapActorsShowMessage (Character spawns on the current map)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	jpv	S2C/push	push	Jondo.Unity.Server/Handlers/MapLoadHandler.cs	74	"byte[] jpvPacket = NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/jpv"", jpvBytes);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	World/map	audited-inventory
Game	jqb	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	38	"Register(""jqb"", jqb.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jqf	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	732	"else if (payloadStr.Contains(""type.ankama.com/kkr"") || payloadStr.Contains(""type.ankama.com/jqf"") || payloadStr.Contains(""type.ankama.com/igx""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jqf	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	830	"cleanPayload.Contains(""hmt"") || cleanPayload.Contains(""lxi"") || cleanPayload.Contains(""jqf"") ||"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jqi	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	388	"else if (payloadStr.Contains(""type.ankama.com/jqi""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jqi	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	484	"else if (payloadStr.Contains(""type.ankama.com/jqi""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jqk	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	392	"else if (payloadStr.Contains(""type.ankama.com/jqk""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jqk	C2S/read	read	Jondo.Unity.Server/Handlers/WorldMoveHandler.cs	168	"byte[]? jqk = ConnectionProtocol.ReadPayload(payload, ""jqk"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	World/map	audited-inventory
Unknown	jrf	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	jrf	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	256	"case ""jrf"": return (""Character Selection"", ""Sync"", ""WorldReady (Signal that the world is ready to simulate)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	jrf	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	194	"byte[] frame568 = NetworkEnvelope.ConvertHexStringToByteArray(""19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-72-66"");"	opcode escondido en cadena hex; la trama se escribe en el socket	Character/world entry	audited-inventory
